OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35235,2025-212G,2026-03-25T22:07:10.416576,15.30232910,.0000627,53.1599,269.9287,7.2639,352.8371,0,U,65682,999,2968,.12818E-2,.37835E-3,0
STARLINK-34886,2025-212H,2026-03-26T12:37:58.357632,15.30211239,.0000653,53.1518,267.3011,357.2954,2.8043,0,U,65683,999,2977,.88598E-3,.25982E-3,0
STARLINK-34795,2025-212J,2026-03-25T21:26:18.531456,15.30224976,.0000509,53.1601,270.4649,109.6637,250.4418,0,U,65684,999,2967,.83082E-3,.24347E-3,0
STARLINK-35145,2025-212K,2026-03-26T12:00:08.582112,15.30220919,.0000593,53.1586,267.8507,36.8705,323.2336,0,U,65685,999,2976,.128E-2,.37768E-3,0
STARLINK-35137,2025-212L,2026-03-26T11:18:06.883200,15.31052101,.0000374,53.1597,257.6789,349.9085,10.1909,0,U,65686,999,2990,.72356E-3,.21706E-3,0
STARLINK-34856,2025-212M,2026-03-26T12:33:24.729696,15.30212956,.0000896,53.1509,267.2822,100.2085,259.9016,0,U,65687,999,2977,.10792E-2,.31754E-3,0
STARLINK-34930,2025-212N,2026-03-26T12:47:05.427744,15.30216558,.0001659,53.1595,267.3404,305.1816,54.9030,0,U,65688,999,2982,.10881E-2,.32024E-3,0
STARLINK-34875,2025-212P,2026-03-26T11:51:01.537056,15.30218811,.0001349,53.1670,267.8127,297.6227,62.4637,0,U,65689,999,2981,.11192E-2,.32955E-3,0
STARLINK-34790,2025-212Q,2026-03-26T11:46:27.848640,15.30212030,.0000043,53.1598,267.7898,313.0342,47.0655,0,U,65690,999,2976,.6701E-3,.19547E-3,0
STARLINK-34691,2025-212R,2026-03-25T18:54:37.610784,15.30220066,.00012962,53.1553,260.5221,77.8093,282.3053,0,U,65691,999,2985,.11604616E-2,.3419E-3,0
STARLINK-34825,2025-212S,2026-03-26T01:57:49.965120,15.30211870,.00007924,53.1598,269.5027,103.1973,256.9116,0,U,65692,999,2974,.83310472E-3,.24405E-3,0
STARLINK-35060,2025-212T,2026-03-25T11:21:23.453568,15.31058184,.00023682,53.1589,262.1165,84.3941,275.7331,0,U,65693,999,2980,.76256344E-3,.22904E-3,0
STARLINK-35204,2025-212U,2026-03-25T21:30:52.506720,15.30200302,.0001939,53.1586,270.4786,82.8496,277.2725,0,U,65694,999,2973,.10061E-2,.29557E-3,0
STARLINK-35221,2025-212V,2026-03-26T12:42:31.846464,15.30240764,.0000817,53.1554,267.3186,336.0158,24.0805,0,U,65695,999,2983,.11427E-2,.33681E-3,0
STARLINK-34734,2025-212W,2026-03-25T22:17:48.862464,15.30242985,.0000647,53.1581,269.9727,93.6127,266.4948,0,U,65696,999,2973,.10804E-2,.31819E-3,0
STARLINK-35113,2025-212X,2026-03-26T12:09:05.883840,15.30213062,.0000643,53.1592,267.1747,322.2735,37.8221,0,U,65697,999,2982,.1056E-2,.31059E-3,0
STARLINK-35090,2025-212Y,2026-03-25T11:58:57.244224,15.30196519,.00008361,53.1602,272.2659,101.7078,258.4017,0,U,65698,999,2966,.81660519E-3,.23902E-3,0
STARLINK-35086,2025-212Z,2026-03-26T12:07:44.547744,15.30214321,.0001461,53.1567,267.8803,93.4351,266.6816,0,U,65699,999,2976,.8522E-3,.24977E-3,0
STARLINK-35101,2025-212AA,2026-03-24T19:31:18.922080,15.30209059,.0001313,53.1573,275.0950,81.3387,278.7762,0,U,65700,999,2951,.66534929E-3,.19404E-3,0
STARLINK-35046,2025-212AB,2026-03-26T11:35:50.129376,15.30222559,.0003126,53.1565,267.7413,86.8497,273.2861,0,U,65701,999,2981,.67886E-3,.19815E-3,0
STARLINK-35075,2025-212AC,2026-03-26T12:41:00.606336,15.30217440,.0000533,53.1529,267.3103,54.5336,305.5714,0,U,65702,999,2982,.11391E-2,.33548E-3,0
STARLINK-34839,2025-212AD,2026-03-26T12:36:27.103680,15.30216576,.0000603,53.1534,267.2897,41.8322,318.2724,0,U,65703,999,2982,.10999E-2,.32377E-3,0
SHIKONGXING 01,2025-214A,2026-03-26T12:22:40.776672,14.92460511,.0013184,49.9868,322.6743,287.6535,72.2967,0,U,65712,999,2735,.2408E-3,.2254E-4,0
GEESAT-6 01,2025-214B,2026-03-26T12:36:11.708928,14.83188485,.0012271,49.9877,331.4915,274.8441,85.1096,0,U,65713,999,2723,.21902E-3,.1582E-4,0
GEESAT-6 02,2025-214C,2026-03-26T12:34:45.137856,14.83077745,.0010132,49.9848,331.4529,257.4072,102.5732,0,U,65714,999,2723,.23619E-3,.1718E-4,0
GEESAT-6 03,2025-214D,2026-03-26T11:40:40.300320,14.83058079,.0013051,49.9827,331.1893,265.6888,94.2559,0,U,65715,999,2723,.23472E-3,.1706E-4,0
GEESAT-6 04,2025-214E,2026-03-26T11:51:22.319712,14.83064457,.0009365,49.9856,331.2941,269.3295,90.6569,0,U,65716,999,2723,.23825E-3,.1735E-4,0
GEESAT-6 05,2025-214F,2026-03-26T12:24:15.293952,14.83077598,.0012596,49.9810,331.3456,254.7733,105.1812,0,U,65717,999,2723,.23157E-3,.1681E-4,0
GEESAT-6 06,2025-214G,2026-03-26T11:29:58.521984,14.82848082,.0009981,49.9919,329.0808,281.3522,78.6295,0,U,65718,999,2726,.22823E-3,.1643E-4,0
GEESAT-6 07,2025-214H,2026-03-26T11:29:45.312288,14.83065625,.0009868,49.9807,331.1071,277.6732,82.3085,0,U,65719,999,2724,.23944E-3,.1745E-4,0
GEESAT-6 08,2025-214J,2026-03-26T12:02:40.645248,14.83093763,.0009621,49.9925,331.4205,257.7672,102.2189,0,U,65720,999,2723,.23011E-3,.1669E-4,0
GEESAT-6 09,2025-214K,2026-03-26T12:13:17.734656,14.83080137,.0008351,49.9861,331.3507,252.8543,107.1481,0,U,65721,999,2723,.23172E-3,.1682E-4,0
GEESAT-6 10,2025-214L,2026-03-26T12:45:40.936320,14.83082090,.0011817,49.9912,331.5844,276.7808,83.1785,0,U,65722,999,2723,.22956E-3,.1664E-4,0
GEESAT-6 11,2025-214M,2026-03-26T11:19:23.005056,14.83082307,.001011,49.9838,331.1179,266.4373,93.5409,0,U,65723,999,2723,.23716E-3,.1727E-4,0
STARLINK-34086,2025-216A,2026-03-26T11:16:47.841888,15.30213330,.0002552,53.1589,254.8884,292.9966,67.0766,0,U,65734,999,2913,.87751E-3,.25732E-3,0
STARLINK-35099,2025-216B,2026-03-25T11:20:12.025824,15.30216277,.00014567,53.1612,259.3249,90.7429,269.3739,0,U,65735,999,2893,.10053534E-2,.2955E-3,0
STARLINK-35167,2025-216C,2026-03-26T11:18:19.115712,15.30195550,.0001212,53.1593,254.8923,79.5901,280.5237,0,U,65736,999,2911,.82242E-3,.24074E-3,0
STARLINK-35121,2025-216D,2026-03-26T11:54:47.453184,15.30205923,.0002916,53.1575,255.0474,297.7046,62.3659,0,U,65737,999,2911,.91732E-3,.26914E-3,0
STARLINK-35108,2025-216E,2026-03-26T11:38:04.436448,15.30218710,.0001552,53.1559,254.9761,99.7121,260.4055,0,U,65738,999,2916,.13608E-2,.40186E-3,0
STARLINK-35106,2025-216F,2026-03-25T18:21:58.057056,15.30204623,.00011529,53.1544,258.3017,87.9041,272.2092,0,U,65739,999,2897,.77146199E-3,.22562E-3,0
STARLINK-35130,2025-216G,2026-03-26T11:09:12.162240,15.30219322,.0000661,53.1584,254.8511,68.1957,291.9114,0,U,65740,999,2916,.12971E-2,.38279E-3,0
STARLINK-35284,2025-216H,2026-03-26T12:00:01.999296,15.30201636,.0001093,53.1577,254.9759,136.5530,272.6685,0,U,65741,999,590,.67629E-3,.19725E-3,0
STARLINK-35316,2025-216J,2026-03-26T11:27:26.132256,15.30218631,.0001944,53.1564,254.9299,84.3246,275.7976,0,U,65742,999,2803,.12385E-2,.36523E-3,0
STARLINK-35319,2025-216K,2026-03-26T00:00:02.999808,15.30181249,.00011199,53.1584,256.7905,79.8398,349.5261,0,U,65743,999,578,.93446326E-3,.27403E-3,0
STARLINK-35173,2025-216L,2026-03-26T11:00:06.533280,15.30193786,.000097,53.1552,254.8087,88.7621,271.3490,0,U,65744,999,2916,.13653E-2,.40289E-3,0
STARLINK-34808,2025-216M,2026-03-26T10:31:12.690912,15.30229149,.0002552,53.1575,254.6849,81.0797,279.0492,0,U,65745,999,2908,.8312E-3,.24362E-3,0
STARLINK-34704,2025-216N,2026-03-26T12:00:01.999296,15.30187263,.0000982,53.1565,254.9585,99.8905,315.1784,0,U,65746,999,580,.67164E-3,.19578E-3,0
STARLINK-35214,2025-216P,2026-03-25T18:11:19.750272,15.30199040,.0000909,53.1677,258.2585,298.4123,61.6787,0,U,65747,999,2900,.76267944E-3,.22296E-3,0
STARLINK-35265,2025-216Q,2026-03-25T21:27:01.613088,15.30243067,.0001205,53.1597,257.6879,310.8297,49.2599,0,U,65748,999,2794,.98892E-3,.29084E-3,0
STARLINK-35288,2025-216R,2026-03-25T11:52:04.731744,15.30217021,.00016718,53.1595,259.4588,85.8549,274.2643,0,U,65749,999,2893,.11756984E-2,.34643E-3,0
STARLINK-35165,2025-216S,2026-03-26T11:04:38.510112,15.30232220,.0000858,53.1560,254.8272,63.6952,296.4137,0,U,65750,999,2908,.13518E-2,.39933E-3,0
STARLINK-35260,2025-216T,2026-03-26T03:05:15.184608,15.30210275,.00004815,53.1615,256.3045,96.7653,263.3402,0,U,65751,999,2906,.72289181E-3,.21119E-3,0
STARLINK-34893,2025-216U,2026-03-26T11:42:37.899360,15.30218390,.0000595,53.1507,254.9913,335.8526,24.2447,0,U,65752,999,2908,.1096E-2,.32261E-3,0
STARLINK-34894,2025-216V,2026-03-26T11:13:45.216480,15.30218831,.0002012,53.1593,254.8683,299.5831,60.4969,0,U,65753,999,2908,.10347E-2,.30431E-3,0
STARLINK-35287,2025-216W,2026-03-26T10:35:46.208256,15.30231722,.0000342,53.1603,254.7007,267.2050,92.8912,0,U,65754,999,2907,.83144E-3,.24371E-3,0
STARLINK-35294,2025-216X,2026-03-26T10:46:24.500352,15.30213801,.000092,53.1626,254.7474,94.6939,265.4167,0,U,65755,999,2911,.75845E-3,.22181E-3,0
STARLINK-35275,2025-216Y,2026-03-26T11:41:06.626400,15.30216061,.0000319,53.1510,254.9792,24.6240,335.4776,0,U,65756,999,2911,.1109E-2,.32648E-3,0
STARLINK-35211,2025-216Z,2026-03-25T21:23:59.311680,15.30224748,.0000495,53.1595,257.6660,77.5640,282.5416,0,U,65757,999,2902,.82752E-3,.24248E-3,0
STARLINK-35313,2025-216AA,2026-03-26T11:21:21.261600,15.30215141,.0000597,53.1588,254.8957,347.5127,12.5858,0,U,65758,999,2907,.10591E-2,.31154E-3,0
STARLINK-34692,2025-216AB,2026-03-26T11:56:18.530880,15.30210624,.0001843,53.1570,255.0475,84.7635,275.3576,0,U,65759,999,2907,.11699E-2,.34462E-3,0
STARLINK-34890,2025-216AC,2026-03-26T04:10:25.220928,15.30209998,.0001826,53.1469,255.8757,260.5032,99.5763,0,U,65760,999,2906,.65074722E-3,.1897E-3,0
STARLINK-34889,2025-216AD,2026-03-26T11:50:14.580384,15.30160633,.0000828,53.1564,255.0196,78.9320,281.1773,0,U,65761,999,2916,-.10581E-3,-.3487E-4,0
KUIPER-00120,2025-217A,2026-03-26T10:04:16.766400,14.79944994,.0001289,51.9023,339.0873,110.4023,249.7078,0,U,65762,999,2721,-.62997E-3,-.5022E-4,0
KUIPER-00132,2025-217B,2026-03-25T20:11:01.067712,15.40350674,.00063807,51.8590,285.0553,21.8493,338.2765,0,U,65763,999,2791,.1115266E-2,.45638E-3,0
KUIPER-00133,2025-217C,2026-03-26T09:15:44.759808,14.79932113,.0001872,51.9030,339.2965,82.6575,277.4600,0,U,65764,999,2721,.89937E-4,.464E-5,0
KUIPER-00139,2025-217D,2026-03-26T01:51:11.748384,15.02024896,.00076814,51.8860,318.7687,9.7137,350.3982,0,U,65765,999,2747,.49163652E-3,.6256E-4,0
KUIPER-00142,2025-217E,2026-03-26T08:54:33.243840,14.79925398,.0000712,51.9007,321.8254,103.7766,256.3275,0,U,65766,999,2745,-.12865E-3,-.1202E-4,0
KUIPER-00145,2025-217F,2026-03-26T08:50:23.445888,14.79939460,.0000841,51.9020,324.3522,83.0202,277.0856,0,U,65767,999,2741,.20262E-3,.1324E-4,0
KUIPER-00147,2025-217G,2026-03-26T09:35:13.564320,14.79920640,.0000986,51.9001,326.7089,91.4086,268.6990,0,U,65768,999,2738,-.197E-3,-.1722E-4,0
KUIPER-00148,2025-217H,2026-03-26T12:00:01.999296,14.98360013,.0008878,51.8879,307.0336,35.0283,232.3031,0,U,65769,999,538,.34665E-2,.41781E-3,0
KUIPER-00150,2025-217J,2026-03-24T23:17:47.329152,14.79735874,.00007885,51.9017,343.0364,162.8110,197.2879,0,U,65770,999,2703,.49141584E-2,.37273E-3,0
KUIPER-00151,2025-217K,2026-03-26T09:31:21.746208,14.79932078,.0000733,51.9032,329.2263,103.9052,256.1992,0,U,65771,999,2735,-.11139E-3,-.107E-4,0
KUIPER-00152,2025-217L,2026-03-26T09:02:19.114368,14.79927552,.0001566,51.9020,316.8094,104.6482,255.4654,0,U,65772,999,2752,.18226E-4,-.82E-6,0
KUIPER-00153,2025-217M,2026-03-26T12:00:01.999296,14.88570938,.0011588,51.8962,310.6234,2.2065,281.9428,0,U,65773,999,387,.17022E-2,.15817E-3,0
KUIPER-00155,2025-217N,2026-03-25T20:51:05.220288,15.23542695,.0005872,51.8737,294.9377,357.4866,2.6085,0,U,65774,999,2778,.80069086E-3,.19117E-3,0
KUIPER-00156,2025-217P,2026-03-25T22:37:56.978976,14.79908332,.0000647,51.9056,313.7565,123.3668,236.7356,0,U,65775,999,2752,.10205E-4,-.143E-5,0
KUIPER-00158,2025-217Q,2026-03-26T09:48:43.495200,14.80752787,.000155,51.8986,331.4404,95.0134,265.1006,0,U,65776,999,2732,.56759E-3,.4192E-4,0
KUIPER-00163,2025-217R,2026-03-26T12:00:01.999296,15.36847529,.0001368,51.9026,327.6804,101.5269,144.0908,0,U,65777,999,469,.2406E-2,.88656E-3,0
KUIPER-00165,2025-217S,2026-03-26T01:36:47.785536,14.79953018,.00006527,51.9013,323.1777,99.0797,261.0240,0,U,65778,999,2740,.50874163E-3,.3661E-4,0
KUIPER-00166,2025-217T,2026-03-26T07:36:39.474720,14.79955110,.0001029,51.9032,309.6001,93.2979,266.8101,0,U,65779,999,2761,.483E-3,.3465E-4,0
KUIPER-00167,2025-217U,2026-03-26T09:27:27.531360,14.79941736,.0000749,51.8960,331.6894,92.5155,267.5893,0,U,65780,999,2731,.26804E-3,.1823E-4,0
KUIPER-00168,2025-217V,2026-03-26T01:48:35.651232,14.79920678,.00006451,51.9013,315.6451,88.5226,271.5810,0,U,65781,999,2751,-.29479796E-4,-.446E-5,0
KUIPER-00169,2025-217W,2026-03-26T08:09:44.287488,14.79933220,.0000822,51.9020,319.4785,105.3797,254.7256,0,U,65782,999,2748,.16018E-3,.1E-4,0
KUIPER-00170,2025-217X,2026-03-26T09:39:14.931360,14.79932518,.0001734,51.9025,324.1842,84.9415,275.1745,0,U,65783,999,2742,-.5354E-4,-.63E-5,0
KUIPER-00172,2025-217Z,2026-03-26T07:28:43.276800,14.76572379,.0002064,51.8997,305.6445,41.4182,318.6935,0,U,65785,999,2767,.37278E-3,.2411E-4,0
KUIPER-00173,2025-217AA,2026-03-26T08:16:29.303040,14.76505970,.0000792,51.9021,319.1591,110.8933,249.2113,0,U,65786,999,2748,.52247E-3,.346E-4,0
KUIPER-00174,2025-217AB,2026-03-25T21:45:30.074976,14.79931086,.0000978,51.9031,316.4218,113.5358,246.5707,0,U,65787,999,2748,.40277E-3,.285E-4,0
KUIPER-00176,2025-217AC,2026-03-26T08:42:31.644864,14.79931903,.0000753,51.9023,329.3691,78.5437,281.5609,0,U,65788,999,2734,.65979E-4,.282E-5,0
STARLINK-35330,2025-218A,2026-03-26T13:24:06.675840,15.05654443,.0002086,97.6042,309.5110,87.7430,272.4036,0,U,65791,999,2750,.35715E-3,.5097E-4,0
STARLINK-35373,2025-218B,2026-03-26T03:02:03.664320,15.05656260,.00018967,97.6020,309.1639,88.0081,272.1363,0,U,65792,999,2744,.2303302E-3,.3265E-4,0
STARLINK-35383,2025-218C,2026-03-26T09:00:56.577312,15.05655473,.0001895,97.6037,309.4476,72.7082,287.4352,0,U,65793,999,2748,.27873E-3,.3964E-4,0
STARLINK-35378,2025-218D,2026-03-26T13:12:09.916128,15.05645375,.0002231,97.6032,309.5232,86.7592,273.3890,0,U,65794,999,2750,.35064E-3,.5002E-4,0
STARLINK-35406,2025-218E,2026-03-26T08:13:04.470240,15.05647383,.0002573,97.6024,309.3366,67.6292,292.5208,0,U,65795,999,2747,-.10399E-3,-.1561E-4,0
STARLINK-35390,2025-218F,2026-03-26T02:50:05.175744,15.05653171,.00025782,97.6052,309.1733,90.8285,269.3237,0,U,65796,999,2744,-.26377391E-3,-.3865E-4,0
STARLINK-35412,2025-218G,2026-03-26T08:48:59.217120,15.05655922,.0001592,97.6044,309.4588,91.6853,268.4556,0,U,65797,999,2748,.4279E-3,.612E-4,0
STARLINK-35414,2025-218H,2026-03-26T08:01:07.332960,15.05642245,.0002531,97.6032,309.3490,89.3438,270.8078,0,U,65798,999,2747,.34732E-3,.4953E-4,0
STARLINK-35357,2025-218J,2026-03-26T08:09:06.065856,15.05657719,.0002666,97.6024,309.3413,87.4129,272.7403,0,U,65799,999,2747,.35285E-3,.5035E-4,0
STARLINK-35300,2025-218K,2026-03-26T08:33:01.543968,15.05654237,.0002794,97.6040,309.3186,80.8569,279.2974,0,U,65800,999,2747,.38245E-3,.5463E-4,0
STARLINK-35296,2025-218L,2026-03-26T08:56:57.310656,15.05643555,.0003127,97.6026,309.4537,68.8351,291.3210,0,U,65801,999,2748,.10268E-3,.1421E-4,0
STARLINK-34919,2025-218M,2026-03-26T02:58:04.561824,15.05657632,.00023388,97.6021,309.1677,84.5549,275.5944,0,U,65802,999,2744,.32763619E-3,.4671E-4,0
STARLINK-35286,2025-218N,2026-03-26T13:16:07.937760,15.05658200,.0002574,97.6038,309.5190,81.1244,279.0274,0,U,65803,999,2750,.36634E-3,.523E-4,0
STARLINK-35266,2025-218P,2026-03-26T13:08:09.679200,15.05657270,.0002546,97.6031,309.5266,85.9486,274.2032,0,U,65804,999,2750,.35361E-3,.5046E-4,0
STARLINK-35273,2025-218Q,2026-03-26T01:54:16.470720,15.05655427,.00024293,97.6028,309.0714,86.5880,273.5624,0,U,65805,999,2743,.36315929E-3,.5184E-4,0
STARLINK-35047,2025-218R,2026-03-26T07:57:08.314272,15.05656291,.0002646,97.6023,309.3533,88.4399,271.7130,0,U,65806,999,2747,.17218E-3,.2425E-4,0
STARLINK-35285,2025-218S,2026-03-26T08:05:07.914624,15.05634649,.0002368,97.6022,309.3453,86.3672,273.7826,0,U,65807,999,2747,-.586E-4,-.906E-5,0
STARLINK-34580,2025-218T,2026-03-26T07:53:08.574144,15.05651893,.0001812,97.6014,309.3570,92.8711,267.2723,0,U,65808,999,2747,-.88483E-4,-.1337E-4,0
STARLINK-35289,2025-218U,2026-03-26T02:54:06.029568,15.05631297,.00021759,97.6018,309.1720,79.7715,280.3757,0,U,65809,999,2744,.26962488E-3,.383E-4,0
STARLINK-35268,2025-218V,2026-03-26T09:04:54.959232,15.05685287,.0002683,97.6028,309.4459,69.6969,290.4546,0,U,65810,999,2748,.10703E-2,.15431E-3,0
STARLINK-35224,2025-218W,2026-03-26T09:08:55.798368,15.05650772,.0003098,97.6033,309.4411,77.3246,282.8327,0,U,65811,999,2748,.37789E-3,.5396E-4,0
STARLINK-35271,2025-218X,2026-03-26T08:52:58.147680,15.05656886,.000174,97.6040,309.4558,89.3241,270.8185,0,U,65812,999,2748,.33134E-3,.4724E-4,0
STARLINK-35215,2025-218Y,2026-03-26T08:44:59.653248,15.05657355,.0001804,97.6048,309.4631,87.5920,272.5513,0,U,65813,999,2748,.3408E-3,.4861E-4,0
STARLINK-35157,2025-218Z,2026-03-26T13:28:06.652704,15.05657641,.0002064,97.6045,309.6634,89.3042,270.8421,0,U,65814,999,2751,.39477E-3,.5641E-4,0
FENGYUN 3H,2025-219A,2026-03-26T10:55:13.984608,14.19936821,.0000909,98.6705,27.8607,59.4231,300.7035,0,U,65815,999,2564,.56683E-4,.77E-6,0
HULIANWANG DIGUI-82,2025-220A,2026-03-26T12:20:59.737920,13.24423216,.0002428,86.4912,71.7738,83.8557,276.2853,0,U,65817,999,2397,.11858E-3,.66E-6,0
HULIANWANG DIGUI-83,2025-220B,2026-03-26T12:10:12.430848,13.24422379,.0002408,86.4935,71.8113,83.9752,276.1656,0,U,65818,999,2397,.10869E-3,.61E-6,0
HULIANWANG DIGUI-84,2025-220C,2026-03-26T11:59:16.666944,13.24422823,.0002389,86.4872,71.6920,83.3180,276.8226,0,U,65819,999,2397,.61199E-4,.41E-6,0
HULIANWANG DIGUI-85,2025-220D,2026-03-26T11:48:19.289088,13.24423383,.0002411,86.4933,71.8011,84.1625,275.9784,0,U,65820,999,2397,.36774E-4,.3E-6,0
HULIANWANG DIGUI-86,2025-220E,2026-03-26T11:37:35.734368,13.24422213,.0002407,86.4912,71.7580,84.1123,276.0285,0,U,65821,999,2397,.25331E-4,.26E-6,0
STARLINK-35392,2025-221A,2026-03-26T12:12:41.513184,15.30208669,.000135,53.1619,10.5655,83.4589,276.6566,0,U,65823,999,2865,.71786E-3,.20968E-3,0
STARLINK-35281,2025-221B,2026-03-26T12:17:15.139392,15.30206932,.0001682,53.1625,10.5856,85.3413,274.7780,0,U,65824,999,2865,.70495E-3,.20582E-3,0
STARLINK-35397,2025-221C,2026-03-26T00:34:48.376992,15.30222571,.00012276,53.1609,12.5215,113.7702,246.3428,0,U,65825,999,2858,.67827382E-3,.19797E-3,0
STARLINK-35381,2025-221D,2026-03-26T04:57:12.560832,15.30205010,.0001226,53.1612,11.5232,84.7726,275.3415,0,U,65826,999,2861,.70597E-3,.20611E-3,0
STARLINK-35393,2025-221E,2026-03-26T04:04:11.394912,15.30199188,.00012795,53.1611,11.9997,112.3558,247.7578,0,U,65827,999,2860,.4565733E-3,.13187E-3,0
STARLINK-35396,2025-221F,2026-03-26T02:04:18.139584,15.30202730,.00013815,53.1604,12.1958,77.5537,282.5618,0,U,65828,999,2859,.97834473E-3,.28731E-3,0
STARLINK-35244,2025-221G,2026-03-26T12:11:58.028064,15.30183671,.0001207,53.1615,12.7326,104.0657,256.0478,0,U,65829,999,2858,.97723E-3,.28681E-3,0
STARLINK-35368,2025-221H,2026-03-26T12:24:51.026400,15.30205616,.0001613,53.1634,10.6173,78.6981,281.4201,0,U,65830,999,2861,.82596E-3,.24187E-3,0
STARLINK-35337,2025-221J,2026-03-26T05:03:17.223264,15.30206507,.0001017,53.1611,11.5499,85.8446,274.2671,0,U,65831,999,2861,.11355E-2,.33429E-3,0
STARLINK-35277,2025-221K,2026-03-26T05:07:50.909088,15.30205479,.0001226,53.1604,11.5702,58.5105,301.6015,0,U,65832,999,2861,.12468E-2,.36757E-3,0
STARLINK-35345,2025-221L,2026-03-26T04:52:40.589184,15.30180372,.0000804,53.1612,11.5011,228.0826,132.0106,0,U,65833,999,2861,.19415E-3,.5392E-4,0
STARLINK-35320,2025-221M,2026-03-26T12:06:36.836064,15.30205646,.0001223,53.1622,10.5375,83.9842,276.1298,0,U,65834,999,2730,.73165E-3,.21376E-3,0
STARLINK-35349,2025-221N,2026-03-26T12:15:44.114400,15.30211487,.0001402,53.1623,10.5772,90.6536,269.4625,0,U,65835,999,2730,.80779E-3,.2365E-3,0
STARLINK-35356,2025-221P,2026-03-26T01:39:59.469120,15.30206601,.00012735,53.1623,12.0872,72.1568,287.9571,0,U,65836,999,2724,.77855523E-3,.22775E-3,0
STARLINK-35314,2025-221Q,2026-03-26T05:29:07.505376,15.30202633,.0001185,53.1599,11.6591,90.5784,269.5352,0,U,65837,999,2726,.58482E-3,.17003E-3,0
STARLINK-35324,2025-221R,2026-03-26T12:20:17.935008,15.30209289,.0001237,53.1628,10.5959,83.4967,276.6175,0,U,65838,999,2730,.11889E-2,.35028E-3,0
STARLINK-35102,2025-221S,2026-03-26T05:24:33.805728,15.30205132,.0000965,53.1601,11.6404,88.3587,271.7525,0,U,65839,999,2726,.4177E-3,.12034E-3,0
STARLINK-35364,2025-221T,2026-03-26T02:11:53.940192,15.30212624,.00014492,53.1596,12.2253,81.8405,278.2760,0,U,65840,999,2724,-.15917859E-4,-.831E-5,0
STARLINK-35298,2025-221V,2026-03-26T02:07:20.406432,15.30197156,.00011732,53.1604,12.2083,104.8513,255.2618,0,U,65842,999,2724,.79828965E-3,.23356E-3,0
STARLINK-35301,2025-221W,2026-03-26T05:01:45.996960,15.30196167,.0001191,53.1615,11.5396,94.9126,265.2011,0,U,65843,999,2726,.73829E-3,.21568E-3,0
STARLINK-35148,2025-221X,2026-03-26T00:51:31.441248,15.30209702,.00013111,53.1601,12.5873,96.1799,263.9351,0,U,65844,999,2723,.58428933E-3,.16991E-3,0
STARLINK-35302,2025-221Y,2026-03-26T05:06:19.654272,15.30209286,.0001121,53.1608,11.5592,82.3302,277.7826,0,U,65845,999,2726,.1156E-2,.34045E-3,0
STARLINK-35290,2025-221Z,2026-03-26T01:47:33.862272,15.30171201,.00012141,53.1616,12.1188,98.2392,261.8747,0,U,65846,999,2724,.34586398E-3,.9889E-4,0
STARLINK-35262,2025-221AA,2026-03-26T04:37:37.201152,15.30202998,.00009344,53.1617,12.1439,76.1039,284.0066,0,U,65847,999,2860,.71163759E-3,.20778E-3,0
STARLINK-35308,2025-221AB,2026-03-26T04:58:44.003136,15.30187395,.0001208,53.1618,11.5266,91.2115,268.9025,0,U,65848,999,2861,.74195E-3,.21671E-3,0
STARLINK-35231,2025-221AC,2026-03-26T04:42:10.651968,15.30204172,.00013133,53.1615,12.1653,74.5283,285.5863,0,U,65849,999,2860,.80926176E-3,.23688E-3,0
STARLINK-35252,2025-221AD,2026-03-26T12:23:18.725280,15.30240274,.0001713,53.1619,10.6055,86.5895,273.5302,0,U,65850,999,2865,.1108E-2,.32643E-3,0
SHIYAN-30 01,2025-222A,2026-03-26T18:48:38.419200,14.93267323,.0004404,34.9895,35.9614,21.6171,338.4720,0,U,65851,999,2672,.23378E-3,.2467E-4,0
SHIYAN-30 02,2025-222B,2026-03-26T18:47:32.891712,14.93269979,.0003907,34.9981,36.0616,34.3188,325.7769,0,U,65852,999,2670,.22964E-3,.2422E-4,0
STARLINK-35208,2025-223A,2026-03-26T08:53:11.817888,15.30263500,.0002342,53.1576,216.4072,82.9884,277.1383,0,U,65854,999,2676,.86428E-3,.25377E-3,0
STARLINK-35200,2025-223B,2026-03-26T01:46:59.926080,15.30212306,.00012573,53.1591,218.1100,78.0589,282.0553,0,U,65855,999,2671,.81408869E-3,.23838E-3,0
STARLINK-35459,2025-223C,2026-03-26T08:24:29.312928,15.30231018,.0001962,53.1570,216.9903,83.6667,276.4557,0,U,65856,999,2675,.1122E-2,.33051E-3,0
STARLINK-35489,2025-223D,2026-03-26T08:44:14.371008,15.30201477,.000155,53.1578,217.0712,96.4812,263.6365,0,U,65857,999,2675,.33909E-3,.9697E-4,0
STARLINK-35199,2025-223E,2026-03-26T09:15:59.389056,15.30227051,.000067,53.1574,216.5004,11.7410,348.3606,0,U,65858,999,2676,.12077E-2,.3561E-3,0
