job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
AI Researcher,Canada,Senior,PhD,2016,48769.95,0.06,Deep Learning,97,47498,2,High,Low Risk
AI Researcher,Germany,Mid,Master,2017,36502.11,0.07,Deep Learning,66,11114,2,High,Low Risk
AI Researcher,Canada,Senior,Master,2035,79311.34,0.25,Deep Learning,72,13461,2,High,Low Risk
Software Engineer,UK,Mid,PhD,2022,29705.36,0.42,Java,92,45238,2,High,Medium Risk
Software Engineer,UK,Senior,Master,2028,50744.4,0.48,Java,98,6224,2,High,Medium Risk
Data Scientist,Canada,Mid,Master,2022,31067.01,0.32,Python,78,10435,1,High,Medium Risk
Cloud Engineer,UK,Mid,Master,2030,47136.83,0.4,AWS,92,39859,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Bachelor,2034,66277.92,0.39,Docker,60,15197,2,High,Medium Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2028,41353.3,0.28,Security,79,49995,2,High,Low Risk
Data Scientist,Canada,Senior,PhD,2021,44309.82,0.31,Python,88,3283,2,High,Medium Risk
Business Analyst,Germany,Mid,PhD,2033,28343.44,0.83,Excel,98,40605,1,High,High Risk
ML Engineer,India,Senior,Master,2016,19264.18,0.16,Python,71,37345,2,Medium,Low Risk
Cybersecurity Analyst,India,Mid,Master,2025,10758.14,0.25,Security,81,30471,1,Medium,Low Risk
Data Analyst,India,Mid,Master,2030,9476.39,0.7,SQL,61,16437,0,Low,High Risk
Data Analyst,India,Entry,Master,2031,5802.37,0.71,SQL,83,49198,0,Low,High Risk
ML Engineer,Canada,Mid,PhD,2032,47928.3,0.32,Python,96,21141,2,High,Medium Risk
DevOps Engineer,USA,Mid,Bachelor,2015,37273.3,0.2,Docker,61,2284,1,High,Low Risk
Software Engineer,UK,Senior,Master,2021,47807.79,0.41,Java,62,39121,1,High,Medium Risk
ML Engineer,Canada,Mid,Bachelor,2022,35640.32,0.22,Python,69,43849,2,High,Low Risk
DevOps Engineer,Australia,Entry,Master,2021,23688.96,0.26,Docker,95,43827,2,High,Low Risk
Business Analyst,Germany,Entry,PhD,2020,12856.16,0.7,Excel,88,7639,0,Medium,High Risk
AI Researcher,Canada,Senior,Bachelor,2031,78361.52,0.21,Deep Learning,86,32356,2,High,Low Risk
AI Researcher,Germany,Mid,Bachelor,2015,34453.33,0.05,Deep Learning,62,40325,2,High,Low Risk
DevOps Engineer,UK,Entry,PhD,2033,33819.22,0.38,Docker,60,16126,1,High,Medium Risk
Business Analyst,USA,Mid,PhD,2031,34251.03,0.81,Excel,83,13805,0,High,High Risk
Software Engineer,Canada,Entry,PhD,2017,18464.72,0.37,Java,74,27553,1,Medium,Medium Risk
Software Engineer,India,Senior,Master,2016,13381.92,0.36,Java,71,1764,1,Medium,Medium Risk
ML Engineer,Australia,Mid,Master,2033,47618.99,0.33,Python,94,27947,2,High,Medium Risk
Cybersecurity Analyst,India,Mid,Bachelor,2017,9609.26,0.17,Security,75,33021,1,Low,Low Risk
AI Researcher,Germany,Mid,Master,2026,40911.76,0.16,Deep Learning,84,39449,2,High,Low Risk
Cloud Engineer,UK,Mid,PhD,2027,42686.28,0.37,AWS,81,10374,1,High,Medium Risk
Software Engineer,Australia,Entry,PhD,2017,16629.69,0.37,Java,86,11615,1,Medium,Medium Risk
Data Analyst,Australia,Senior,Master,2015,26053.12,0.55,SQL,81,19556,1,High,Medium Risk
Cloud Engineer,UK,Entry,Master,2025,26026.45,0.35,AWS,83,32468,1,High,Medium Risk
Business Analyst,India,Senior,PhD,2035,15956.25,0.85,Excel,67,24732,0,Medium,High Risk
Cybersecurity Analyst,USA,Entry,PhD,2027,30834.78,0.27,Security,63,49866,2,High,Low Risk
Data Analyst,USA,Senior,Master,2027,44016.19,0.67,SQL,79,16816,1,High,High Risk
Data Scientist,UK,Senior,Bachelor,2025,52907.72,0.35,Python,64,23844,2,High,Medium Risk
Software Engineer,USA,Mid,Master,2027,39719.14,0.47,Java,97,46986,2,High,Medium Risk
Data Analyst,Australia,Entry,Master,2024,14183.22,0.64,SQL,72,35585,0,Medium,High Risk
Cloud Engineer,UK,Senior,Master,2033,71757.93,0.43,AWS,74,3877,2,High,Medium Risk
Data Scientist,Canada,Entry,Master,2021,23182.75,0.31,Python,65,8609,1,High,Medium Risk
Software Engineer,Australia,Mid,PhD,2029,36831.72,0.49,Java,75,46323,1,High,Medium Risk
Cloud Engineer,UK,Mid,Master,2023,40460.19,0.33,AWS,86,45686,2,High,Medium Risk
AI Researcher,USA,Mid,PhD,2021,56985.63,0.11,Deep Learning,78,2095,2,High,Low Risk
Cybersecurity Analyst,India,Mid,Bachelor,2026,12311.97,0.26,Security,95,23065,1,Medium,Low Risk
Software Engineer,India,Senior,PhD,2020,16154.03,0.4,Java,92,20167,1,Medium,Medium Risk
Cybersecurity Analyst,Canada,Senior,PhD,2028,47978.26,0.28,Security,69,22152,2,High,Low Risk
Product Manager,UK,Mid,PhD,2016,36150.4,0.31,Strategy,64,8552,1,High,Medium Risk
DevOps Engineer,Australia,Senior,PhD,2018,47782.92,0.23,Docker,80,25531,2,High,Low Risk
DevOps Engineer,UK,Mid,PhD,2032,43349.33,0.37,Docker,75,20163,1,High,Medium Risk
Data Analyst,Germany,Entry,Master,2035,15391.37,0.75,SQL,95,46307,1,Medium,High Risk
Data Analyst,India,Mid,Bachelor,2024,6975.3,0.64,SQL,73,37207,0,Low,High Risk
DevOps Engineer,UK,Mid,Master,2018,30661.94,0.23,Docker,83,2006,1,High,Low Risk
ML Engineer,Australia,Mid,Bachelor,2033,45491.74,0.33,Python,95,18527,2,High,Medium Risk
Software Engineer,UK,Senior,Bachelor,2020,41388.25,0.4,Java,71,28796,1,High,Medium Risk
ML Engineer,Australia,Senior,PhD,2021,52235.81,0.21,Python,62,38263,2,High,Low Risk
Data Analyst,Canada,Senior,PhD,2024,27439.8,0.64,SQL,72,23716,1,High,High Risk
Cybersecurity Analyst,India,Entry,PhD,2020,7288.49,0.2,Security,86,36713,1,Low,Low Risk
Data Scientist,India,Mid,PhD,2025,13317.72,0.35,Python,84,45562,1,Medium,Medium Risk
Cloud Engineer,UK,Senior,PhD,2034,66747.56,0.44,AWS,83,20215,2,High,Medium Risk
Data Analyst,USA,Mid,Bachelor,2025,27320.61,0.65,SQL,75,26297,1,High,High Risk
AI Researcher,UK,Senior,Master,2019,59995.47,0.09,Deep Learning,61,43160,2,High,Low Risk
Software Engineer,USA,Mid,PhD,2021,34952.42,0.41,Java,61,25885,1,High,Medium Risk
AI Researcher,Germany,Mid,PhD,2021,35153.46,0.11,Deep Learning,74,47075,2,High,Low Risk
Business Analyst,Australia,Entry,PhD,2026,17076.92,0.76,Excel,88,18633,0,Medium,High Risk
Data Scientist,USA,Mid,Bachelor,2022,42356.92,0.32,Python,80,31493,2,High,Medium Risk
AI Researcher,UK,Mid,Master,2027,44913.14,0.17,Deep Learning,73,48131,2,High,Low Risk
Business Analyst,Canada,Mid,PhD,2035,29343.3,0.85,Excel,93,2782,0,High,High Risk
Software Engineer,Australia,Entry,PhD,2019,19597.21,0.39,Java,99,48507,2,Medium,Medium Risk
Cybersecurity Analyst,Canada,Mid,Master,2021,27593.01,0.21,Security,66,11616,1,High,Low Risk
Business Analyst,USA,Senior,Master,2030,51865.64,0.8,Excel,90,34238,1,High,High Risk
Cloud Engineer,Germany,Mid,PhD,2018,30381.54,0.28,AWS,71,11286,1,High,Low Risk
ML Engineer,USA,Senior,Master,2025,74693.65,0.25,Python,81,12070,2,High,Low Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2032,22481.31,0.32,Security,83,41702,1,High,Medium Risk
Product Manager,Australia,Mid,Master,2021,39051.12,0.36,Strategy,93,22742,2,High,Medium Risk
DevOps Engineer,Australia,Senior,Bachelor,2027,52309.78,0.32,Docker,88,45608,2,High,Medium Risk
Product Manager,UK,Mid,PhD,2023,43440.19,0.38,Strategy,95,19741,2,High,Medium Risk
Data Scientist,India,Senior,Master,2027,20724.61,0.37,Python,98,10964,1,High,Medium Risk
Business Analyst,Germany,Senior,PhD,2028,36194.25,0.78,Excel,79,49467,1,High,High Risk
DevOps Engineer,Canada,Senior,Master,2034,62540.58,0.39,Docker,80,46256,2,High,Medium Risk
Data Analyst,Canada,Mid,PhD,2028,22479.11,0.68,SQL,87,23168,1,High,High Risk
Software Engineer,Canada,Entry,Master,2018,18061.23,0.38,Java,61,22112,1,Medium,Medium Risk
DevOps Engineer,Australia,Entry,Master,2033,31683.2,0.38,Docker,74,26780,1,High,Medium Risk
Data Analyst,Australia,Senior,PhD,2024,33780.75,0.64,SQL,75,44201,1,High,High Risk
Product Manager,USA,Senior,Master,2024,69152.36,0.39,Strategy,88,38344,2,High,Medium Risk
Cybersecurity Analyst,UK,Mid,Bachelor,2029,35615.13,0.29,Security,86,42904,2,High,Low Risk
Data Analyst,UK,Entry,Master,2024,14238.67,0.64,SQL,68,27399,0,Medium,High Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2030,44861.83,0.3,Security,91,13398,2,High,Medium Risk
DevOps Engineer,UK,Entry,Bachelor,2034,34120.26,0.39,Docker,78,20309,1,High,Medium Risk
Cloud Engineer,Germany,Mid,PhD,2020,29371.97,0.3,AWS,89,33010,2,High,Medium Risk
DevOps Engineer,UK,Mid,Bachelor,2029,38244.65,0.34,Docker,85,9541,1,High,Medium Risk
Cloud Engineer,USA,Senior,Bachelor,2034,81911.28,0.44,AWS,81,31238,2,High,Medium Risk
Data Scientist,Germany,Mid,Bachelor,2022,31116.94,0.32,Python,80,12286,1,High,Medium Risk
Business Analyst,Canada,Entry,PhD,2015,11955.96,0.65,Excel,74,34691,0,Medium,High Risk
Software Engineer,Germany,Mid,PhD,2034,34577.03,0.54,Java,66,28838,1,High,Medium Risk
Product Manager,Australia,Entry,PhD,2015,22084.16,0.3,Strategy,83,10890,1,High,Medium Risk
DevOps Engineer,Australia,Senior,Master,2032,70600.97,0.37,Docker,72,28230,2,High,Medium Risk
Business Analyst,UK,Mid,Bachelor,2030,27358.73,0.8,Excel,88,33021,1,High,High Risk
Cloud Engineer,USA,Entry,Bachelor,2033,40234.26,0.43,AWS,75,8837,1,High,Medium Risk
Product Manager,India,Senior,PhD,2020,19653.24,0.35,Strategy,65,16188,1,Medium,Medium Risk
Cloud Engineer,UK,Mid,PhD,2030,48271.27,0.4,AWS,70,9983,1,High,Medium Risk
Cybersecurity Analyst,Australia,Mid,Bachelor,2017,23515.07,0.17,Security,74,1230,1,High,Low Risk
Business Analyst,UK,Entry,PhD,2027,17836.46,0.77,Excel,78,21354,0,Medium,High Risk
ML Engineer,UK,Mid,PhD,2029,51665.98,0.29,Python,87,31238,2,High,Low Risk
DevOps Engineer,UK,Entry,Master,2022,24637.62,0.27,Docker,67,18680,1,High,Low Risk
Software Engineer,Canada,Mid,Bachelor,2032,36147.92,0.52,Java,86,27215,1,High,Medium Risk
Data Scientist,India,Entry,Bachelor,2019,8422.92,0.29,Python,70,30893,1,Low,Low Risk
AI Researcher,India,Mid,PhD,2034,22270.74,0.24,Deep Learning,87,40248,2,High,Low Risk
DevOps Engineer,UK,Mid,Bachelor,2034,45486.56,0.39,Docker,84,13509,2,High,Medium Risk
Cybersecurity Analyst,UK,Mid,Master,2023,27693.62,0.23,Security,84,18072,2,High,Low Risk
Product Manager,UK,Mid,Bachelor,2025,43493.7,0.4,Strategy,86,37215,2,High,Medium Risk
Software Engineer,UK,Mid,Master,2022,29421.17,0.42,Java,72,24639,1,High,Medium Risk
Cybersecurity Analyst,Canada,Senior,Master,2024,45221.31,0.24,Security,73,26016,2,High,Low Risk
Data Scientist,India,Entry,PhD,2029,9160.84,0.39,Python,90,38891,1,Low,Medium Risk
AI Researcher,India,Entry,PhD,2035,14826.84,0.25,Deep Learning,60,14276,1,Medium,Low Risk
Data Analyst,USA,Senior,Bachelor,2031,47632.16,0.71,SQL,60,19136,1,High,High Risk
Product Manager,India,Mid,PhD,2020,12594.04,0.35,Strategy,76,44962,1,Medium,Medium Risk
DevOps Engineer,USA,Entry,PhD,2033,37375.39,0.38,Docker,76,16361,1,High,Medium Risk
ML Engineer,USA,Mid,Bachelor,2027,57949.93,0.27,Python,98,45256,2,High,Low Risk
Cloud Engineer,USA,Mid,PhD,2026,46902.62,0.36,AWS,81,37782,2,High,Medium Risk
AI Researcher,Canada,Mid,PhD,2028,46007.32,0.18,Deep Learning,72,1982,2,High,Low Risk
Product Manager,USA,Entry,Bachelor,2034,46414.29,0.49,Strategy,79,7753,1,High,Medium Risk
ML Engineer,India,Entry,Bachelor,2025,10808.92,0.25,Python,88,45793,1,Medium,Low Risk
ML Engineer,Germany,Entry,Master,2018,23891.9,0.18,Python,70,21753,1,High,Low Risk
Cloud Engineer,Australia,Mid,Master,2031,45351.02,0.41,AWS,71,21211,1,High,Medium Risk
Cybersecurity Analyst,Australia,Entry,Master,2028,21347.43,0.28,Security,66,2882,1,High,Low Risk
DevOps Engineer,UK,Entry,PhD,2020,21979.83,0.25,Docker,61,17660,1,High,Low Risk
Business Analyst,UK,Senior,PhD,2021,32183.96,0.71,Excel,71,44212,1,High,High Risk
Software Engineer,India,Entry,Master,2028,8527.19,0.48,Java,99,20586,1,Low,Medium Risk
Product Manager,Germany,Entry,Bachelor,2017,21981.61,0.32,Strategy,67,48981,1,High,Medium Risk
DevOps Engineer,Germany,Mid,Master,2029,36723.08,0.34,Docker,65,37409,1,High,Medium Risk
AI Researcher,UK,Entry,Master,2020,26579.14,0.1,Deep Learning,74,3162,1,High,Low Risk
Product Manager,Australia,Mid,Bachelor,2028,40564.4,0.43,Strategy,71,30864,1,High,Medium Risk
Cybersecurity Analyst,USA,Entry,Bachelor,2017,22854.06,0.17,Security,65,21987,1,High,Low Risk
DevOps Engineer,Germany,Entry,PhD,2035,29973.61,0.4,Docker,72,26366,1,High,Medium Risk
Business Analyst,India,Senior,Bachelor,2035,17342.31,0.85,Excel,62,2867,0,Medium,High Risk
AI Researcher,Germany,Entry,Bachelor,2023,27327.96,0.13,Deep Learning,91,47999,2,High,Low Risk
AI Researcher,Germany,Senior,Master,2024,59326.27,0.14,Deep Learning,68,28825,2,High,Low Risk
AI Researcher,Australia,Entry,Bachelor,2016,23989.49,0.06,Deep Learning,98,38675,2,High,Low Risk
Software Engineer,Canada,Mid,PhD,2028,31648.13,0.48,Java,89,28268,1,High,Medium Risk
Business Analyst,Australia,Entry,Master,2023,15045.85,0.73,Excel,67,2231,0,Medium,High Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2034,27657.86,0.34,Security,74,49215,1,High,Medium Risk
DevOps Engineer,Canada,Entry,PhD,2031,30230.64,0.36,Docker,65,27728,1,High,Medium Risk
Product Manager,USA,Mid,PhD,2021,48603.78,0.36,Strategy,91,43908,2,High,Medium Risk
Cloud Engineer,India,Mid,PhD,2023,12629.35,0.33,AWS,90,19839,1,Medium,Medium Risk
ML Engineer,Germany,Senior,PhD,2028,62636.72,0.28,Python,74,38579,2,High,Low Risk
ML Engineer,Canada,Senior,Master,2035,74042.06,0.35,Python,72,28324,2,High,Medium Risk
Data Analyst,UK,Senior,PhD,2017,25612.84,0.57,SQL,69,18192,1,High,Medium Risk
Software Engineer,Canada,Mid,PhD,2029,35493.12,0.49,Java,66,32352,1,High,Medium Risk
Cloud Engineer,USA,Entry,PhD,2023,30168.35,0.33,AWS,74,21614,1,High,Medium Risk
Data Analyst,UK,Senior,Master,2034,37782.64,0.74,SQL,63,33891,1,High,High Risk
Data Scientist,Canada,Senior,Master,2015,37323.98,0.25,Python,66,40293,2,High,Low Risk
Cloud Engineer,Australia,Senior,Bachelor,2023,55689.43,0.33,AWS,89,3938,2,High,Medium Risk
Data Analyst,Germany,Senior,Master,2023,28173.14,0.63,SQL,66,14875,0,High,High Risk
AI Researcher,Australia,Mid,Bachelor,2019,40462.5,0.09,Deep Learning,96,15150,2,High,Low Risk
Data Analyst,UK,Senior,Bachelor,2035,42512.47,0.75,SQL,93,24291,1,High,High Risk
AI Researcher,USA,Entry,PhD,2026,46477.55,0.16,Deep Learning,77,47839,2,High,Low Risk
Product Manager,UK,Entry,PhD,2029,29511.93,0.44,Strategy,84,38722,1,High,Medium Risk
ML Engineer,Germany,Entry,Bachelor,2022,26287.92,0.22,Python,82,48659,2,High,Low Risk
Data Scientist,Germany,Senior,Master,2027,49562.79,0.37,Python,83,29508,2,High,Medium Risk
Cybersecurity Analyst,India,Senior,Master,2023,17040.04,0.23,Security,87,26929,1,Medium,Low Risk
ML Engineer,Canada,Entry,PhD,2025,27109.44,0.25,Python,93,17664,2,High,Low Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2033,23919.57,0.33,Security,64,17205,1,High,Medium Risk
ML Engineer,Australia,Entry,Bachelor,2033,37291.49,0.33,Python,65,6183,1,High,Medium Risk
Cloud Engineer,USA,Mid,PhD,2030,56183.67,0.4,AWS,65,38776,2,High,Medium Risk
Software Engineer,USA,Mid,PhD,2021,37164.34,0.41,Java,71,46905,1,High,Medium Risk
Product Manager,USA,Entry,Bachelor,2023,34331.89,0.38,Strategy,93,13461,1,High,Medium Risk
Software Engineer,India,Senior,PhD,2020,14543.96,0.4,Java,74,28516,1,Medium,Medium Risk
AI Researcher,India,Entry,Master,2026,12527.35,0.16,Deep Learning,77,47064,2,Medium,Low Risk
Cloud Engineer,Australia,Mid,PhD,2027,37536.75,0.37,AWS,79,12191,1,High,Medium Risk
ML Engineer,Canada,Mid,PhD,2030,49137.41,0.3,Python,95,46669,2,High,Medium Risk
Cloud Engineer,UK,Mid,PhD,2029,40313.32,0.39,AWS,79,7958,1,High,Medium Risk
DevOps Engineer,Australia,Entry,Bachelor,2034,29196.17,0.39,Docker,66,23422,1,High,Medium Risk
Software Engineer,Canada,Senior,Master,2021,42124.82,0.41,Java,99,35925,2,High,Medium Risk
Data Scientist,USA,Senior,PhD,2026,75074.93,0.36,Python,67,15578,2,High,Medium Risk
Data Scientist,Canada,Senior,PhD,2026,52906.48,0.36,Python,77,35225,2,High,Medium Risk
Business Analyst,Canada,Mid,PhD,2020,19895.38,0.7,Excel,63,41129,0,Medium,High Risk
DevOps Engineer,USA,Senior,PhD,2025,75868.13,0.3,Docker,76,27165,2,High,Medium Risk
Business Analyst,India,Senior,PhD,2022,13442.09,0.72,Excel,91,43319,1,Medium,High Risk
Product Manager,UK,Senior,Bachelor,2015,44320.48,0.3,Strategy,71,18736,2,High,Medium Risk
Data Scientist,Canada,Senior,PhD,2028,57206.21,0.38,Python,66,22628,2,High,Medium Risk
Cloud Engineer,Australia,Senior,PhD,2031,67437.02,0.41,AWS,63,18214,2,High,Medium Risk
Cybersecurity Analyst,UK,Senior,PhD,2015,36810.53,0.15,Security,94,8937,2,High,Low Risk
Business Analyst,Germany,Mid,Master,2020,21600.65,0.7,Excel,89,26106,1,High,High Risk
Cloud Engineer,Australia,Senior,Master,2035,75797.67,0.45,AWS,90,33335,2,High,Medium Risk
Business Analyst,USA,Entry,Bachelor,2029,22298.25,0.79,Excel,92,34521,1,High,High Risk
Data Scientist,Canada,Senior,PhD,2029,56409.62,0.39,Python,96,48243,2,High,Medium Risk
Cloud Engineer,Canada,Mid,Master,2016,31850.61,0.26,AWS,84,44445,2,High,Low Risk
Product Manager,Canada,Entry,PhD,2019,23700.93,0.34,Strategy,85,37939,1,High,Medium Risk
Data Analyst,UK,Mid,PhD,2019,20003.66,0.59,SQL,87,38704,1,High,Medium Risk
Data Analyst,Germany,Mid,PhD,2016,15283.5,0.56,SQL,85,15068,1,Medium,Medium Risk
Business Analyst,Germany,Entry,PhD,2015,13381.76,0.65,Excel,99,27826,1,Medium,High Risk
AI Researcher,Germany,Senior,Master,2030,71423.68,0.2,Deep Learning,63,6364,2,High,Low Risk
Business Analyst,India,Senior,Bachelor,2016,9799.61,0.66,Excel,83,39852,1,Low,High Risk
ML Engineer,Germany,Senior,Master,2023,51657.17,0.23,Python,62,2111,2,High,Low Risk
Data Analyst,Australia,Mid,Bachelor,2035,23749.73,0.75,SQL,94,12408,1,High,High Risk
Data Scientist,Canada,Mid,Bachelor,2032,36808.93,0.42,Python,65,13138,1,High,Medium Risk
Product Manager,Australia,Senior,Bachelor,2018,52663.87,0.33,Strategy,81,16360,2,High,Medium Risk
Data Scientist,India,Entry,Bachelor,2027,9825.8,0.37,Python,62,17847,1,Low,Medium Risk
Business Analyst,India,Senior,PhD,2035,15213.82,0.85,Excel,66,17857,0,Medium,High Risk
Data Scientist,Australia,Mid,PhD,2035,39514.34,0.45,Python,90,40959,2,High,Medium Risk
Cybersecurity Analyst,India,Mid,Bachelor,2035,14475.08,0.35,Security,60,5056,1,Medium,Medium Risk
AI Researcher,UK,Senior,Master,2023,64007.17,0.13,Deep Learning,69,24488,2,High,Low Risk
Business Analyst,USA,Entry,Master,2033,28425.62,0.83,Excel,63,2656,0,High,High Risk
Software Engineer,Germany,Entry,Master,2025,22054.84,0.45,Java,78,6913,1,High,Medium Risk
AI Researcher,Germany,Entry,PhD,2015,23824.11,0.05,Deep Learning,75,43392,2,High,Low Risk
DevOps Engineer,India,Entry,PhD,2021,8488.58,0.26,Docker,69,1228,1,Low,Low Risk
Data Analyst,Australia,Entry,Bachelor,2027,16161.76,0.67,SQL,87,43328,1,Medium,High Risk
Data Scientist,Australia,Senior,Bachelor,2020,50871.09,0.3,Python,71,47343,2,High,Medium Risk
Data Scientist,Germany,Entry,PhD,2016,18174.62,0.26,Python,98,38817,2,Medium,Low Risk
Data Analyst,UK,Mid,Bachelor,2027,22267.79,0.67,SQL,96,39154,1,High,High Risk
AI Researcher,Australia,Senior,Master,2021,64425.38,0.11,Deep Learning,62,14185,2,High,Low Risk
Data Analyst,Canada,Mid,Bachelor,2024,19938.6,0.64,SQL,93,17973,1,Medium,High Risk
ML Engineer,Canada,Senior,Bachelor,2018,50263.05,0.18,Python,77,20804,2,High,Low Risk
AI Researcher,UK,Entry,Bachelor,2019,26864.18,0.09,Deep Learning,70,46854,2,High,Low Risk
Cybersecurity Analyst,UK,Senior,Master,2023,47433.68,0.23,Security,72,33601,2,High,Low Risk
Business Analyst,USA,Entry,Master,2016,16070.47,0.66,Excel,69,16317,0,Medium,High Risk
AI Researcher,USA,Mid,Master,2035,68171.1,0.25,Deep Learning,90,47546,2,High,Low Risk
Software Engineer,UK,Mid,PhD,2032,34475.28,0.52,Java,84,19082,1,High,Medium Risk
Product Manager,India,Entry,Master,2018,9311.47,0.33,Strategy,64,28861,1,Low,Medium Risk
DevOps Engineer,USA,Entry,Bachelor,2029,33972.01,0.34,Docker,71,5640,1,High,Medium Risk
ML Engineer,Canada,Entry,PhD,2023,25446.05,0.23,Python,75,43891,2,High,Low Risk
Business Analyst,Canada,Senior,PhD,2016,27301.11,0.66,Excel,85,13904,1,High,High Risk
Data Scientist,Australia,Entry,Master,2016,20377.19,0.26,Python,90,36482,2,High,Low Risk
Cloud Engineer,UK,Mid,Master,2035,51849.74,0.45,AWS,82,1741,1,High,Medium Risk
AI Researcher,Australia,Mid,PhD,2035,50568.42,0.25,Deep Learning,91,2806,2,High,Low Risk
Cloud Engineer,UK,Mid,Master,2033,48443.84,0.43,AWS,61,2753,1,High,Medium Risk
Data Analyst,India,Senior,Bachelor,2027,13246.48,0.67,SQL,93,34792,1,Medium,High Risk
Business Analyst,Australia,Mid,PhD,2033,30110.22,0.83,Excel,85,37322,1,High,High Risk
Cybersecurity Analyst,UK,Senior,Bachelor,2015,38207.88,0.15,Security,68,22202,2,High,Low Risk
Product Manager,Canada,Senior,PhD,2033,66055.96,0.48,Strategy,75,15022,2,High,Medium Risk
Software Engineer,Australia,Mid,PhD,2024,29806.92,0.44,Java,68,40662,1,High,Medium Risk
DevOps Engineer,Australia,Mid,Master,2020,34865.85,0.25,Docker,63,45714,2,High,Low Risk
Software Engineer,USA,Senior,Bachelor,2024,59117.11,0.44,Java,65,26104,2,High,Medium Risk
Cloud Engineer,India,Entry,Master,2021,9770.62,0.31,AWS,65,27047,1,Low,Medium Risk
Data Analyst,Germany,Senior,PhD,2020,26024.61,0.6,SQL,62,26943,1,High,High Risk
Data Analyst,UK,Entry,Bachelor,2015,12426.11,0.55,SQL,91,25559,1,Medium,Medium Risk
ML Engineer,UK,Mid,Master,2025,46859.64,0.25,Python,88,12416,2,High,Low Risk
Cybersecurity Analyst,UK,Mid,Bachelor,2034,36223.44,0.34,Security,68,28846,1,High,Medium Risk
AI Researcher,Germany,Senior,Bachelor,2028,71268.8,0.18,Deep Learning,79,16498,2,High,Low Risk
Software Engineer,Canada,Entry,Master,2017,15718.99,0.37,Java,78,46500,1,Medium,Medium Risk
Data Scientist,UK,Entry,PhD,2021,23932.24,0.31,Python,60,22398,1,High,Medium Risk
Data Analyst,India,Mid,PhD,2020,7336.17,0.6,SQL,69,1318,0,Low,High Risk
Data Scientist,UK,Entry,Master,2022,22571.54,0.32,Python,61,9526,1,High,Medium Risk
Software Engineer,USA,Senior,Bachelor,2023,61063.85,0.43,Java,80,13765,2,High,Medium Risk
DevOps Engineer,Australia,Senior,Bachelor,2032,64087.0,0.37,Docker,83,1961,2,High,Medium Risk
DevOps Engineer,Australia,Mid,PhD,2017,32019.34,0.22,Docker,88,17973,2,High,Low Risk
Data Scientist,India,Mid,PhD,2015,9436.14,0.25,Python,85,44393,1,Low,Low Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2016,30107.76,0.16,Security,93,5541,2,High,Low Risk
AI Researcher,Germany,Senior,Master,2030,77471.17,0.2,Deep Learning,94,9846,2,High,Low Risk
ML Engineer,USA,Entry,Bachelor,2029,44687.29,0.29,Python,71,6029,1,High,Low Risk
Data Scientist,Australia,Mid,PhD,2018,30378.15,0.28,Python,97,24770,2,High,Low Risk
Data Analyst,Canada,Senior,Bachelor,2029,31289.76,0.69,SQL,80,38463,1,High,High Risk
AI Researcher,UK,Entry,Master,2019,30676.61,0.09,Deep Learning,90,35599,2,High,Low Risk
Data Scientist,Germany,Entry,Master,2030,27095.54,0.4,Python,99,15255,1,High,Medium Risk
Software Engineer,Australia,Mid,Bachelor,2017,28131.23,0.37,Java,99,2719,1,High,Medium Risk
Data Analyst,UK,Entry,Master,2032,17444.9,0.72,SQL,77,13112,0,Medium,High Risk
AI Researcher,Canada,Senior,Master,2023,64668.77,0.13,Deep Learning,79,7282,2,High,Low Risk
AI Researcher,Australia,Mid,Bachelor,2024,42844.67,0.14,Deep Learning,98,26485,2,High,Low Risk
Business Analyst,India,Mid,PhD,2024,8565.29,0.74,Excel,71,34747,0,Low,High Risk
AI Researcher,Canada,Senior,Master,2021,58397.99,0.11,Deep Learning,85,27573,2,High,Low Risk
Business Analyst,Germany,Entry,Master,2020,12816.03,0.7,Excel,84,49088,1,Medium,High Risk
Cloud Engineer,UK,Mid,Master,2032,50670.17,0.42,AWS,86,38451,2,High,Medium Risk
Product Manager,Canada,Senior,PhD,2030,64666.38,0.45,Strategy,75,6786,2,High,Medium Risk
Business Analyst,India,Senior,PhD,2026,13593.41,0.76,Excel,69,29914,0,Medium,High Risk
Data Scientist,UK,Senior,Master,2016,45735.41,0.26,Python,60,28139,2,High,Low Risk
Software Engineer,Australia,Entry,PhD,2035,26440.86,0.55,Java,89,28993,1,High,Medium Risk
Software Engineer,Australia,Mid,PhD,2015,24567.31,0.35,Java,88,18560,1,High,Medium Risk
Data Scientist,Germany,Senior,PhD,2015,35333.67,0.25,Python,76,12422,1,High,Low Risk
Product Manager,Germany,Senior,PhD,2016,41132.49,0.31,Strategy,64,28875,1,High,Medium Risk
Business Analyst,Australia,Entry,Master,2035,19851.74,0.85,Excel,86,29634,0,Medium,High Risk
