pmid,title,abstract,abstract_words,journal,pub_year,pub_month,pub_month_num,month_year,doi,authors_count,country,research_type,keywords,major_topic,language,open_access
39346342,Facilitating Implementation of Shared Decision-Making in Medical Schools by Overcoming the Prevailing Challenges: A Brief Review.,"The emergence of shared decision-making (SDM) in the field of medical education represents a significant shift in the way how health care is being taught to medical students and practiced by healthcare professionals. The purpose of the current review is to explore the merits of SDM to students and patients, identify the prevailing challenges in its successful implementation, and suggest appropriate solutions to overcome them. An extensive search of all materials related to the topic was performed on the PubMed search engine, and a total of 20 articles were selected. The process of implementation of SDM in medical education can turn out to be extremely challenging due to a wide range of factors. In conclusion, training medical students in the domain of SDM is crucial to cultivate the skills and attitudes that are indispensable for future healthcare professionals. The need of the hour is to identify the prevailing challenges and address them by adopting a multifaceted approach.",157,Journal of pharmacy & bioallied sciences,2024,Jul,7,Jul-2024,10.4103/jpbs.jpbs_1275_23,4,India,Journal Article; Review,,,eng,True
41870901,A voxel-level degree centrality study in Parkinson's disease and the correlation with transcriptomes.,"Altered degree centrality, a measure of brain network connectivity, has been linked to Parkinson's disease symptoms. However, it is unclear whether regional degree centrality differences between Parkinson's disease patients and healthy controls relate to spatial patterns of gene expression. The associated biological pathways and cell types also remain to be clarified. To investigate regional degree centrality differences between Parkinson's disease and healthy controls, and to explore their associations with brain-wide gene expression, enriched pathways, and specific cell types. Voxel-wise degree centrality maps were computed for each participant and compared between groups using two-sample t-tests. Partial least squares (PLS) regression was applied to link degree centrality alterations to gene expression data from the Allen Human Brain Atlas. Enrichment analyses were conducted using Metascape, and cell-type specificity was assessed to identify key cellular contributors. Parkinson's disease patients showed significant degree centrality alterations relative to controls. These changes were spatially correlated with a gene expression pattern captured by PLS component 2 (PLS2). Enrichment analysis revealed that the associated genes were predominantly expressed in astrocytes, excitatory neurons, and inhibitory neurons, and were involved in synapse organization. This study links functional network disruptions in Parkinson's disease to specific transcriptomic signatures, highlighting astrocytes and neurons as key contributors. These findings offer insight into the cellular and molecular mechanisms underlying brain connectivity changes in Parkinson's disease.",219,Neuroreport,2026,Mar,3,Mar-2026,10.1097/WNR.0000000000002251,4,Jiangxi Province,Journal Article,Humans; Parkinson Disease; Transcriptome; Male; Brain; Female; Middle Aged; Aged; Nerve Net,Parkinson Disease,eng,False
38178620,Beverage consumption and facial skin aging: Evidence from Mendelian randomization analysis.,"Observational studies have linked coffee, alcohol, tea, and sugar-sweetened beverage (SSB) consumption to facial skin aging. However, confounding factors may influence these studies. The present two-sample Mendelian randomization (MR) investigated the potential causal association between beverage consumption and facial skin aging. The single-nucleotide polymorphisms (SNPs) associated with coffee, alcohol, and tea intake were derived from the IEU project. The SSB-associated SNPs were selected from a genome-wide association study (GWAS). Data on facial skin aging were derived from the largest GWAS involving 16 677 European individuals. The inverse variance-weighted (IVW) was the main MR analysis method, supplemented by other methods (MR-Egger, weighted median, simple mode, and weighted mode). The MR-Egger intercept analysis was used for sensitivity analysis. Moreover, we conducted a replication analysis using data from another GWAS dataset on coffee consumption to validate our findings. Four instrumental variables (IVs) sets were used to examine the causal association between beverage consumption (coffee, alcohol, tea, SSB) and facial skin aging. Our results revealed that genetically predicted higher coffee consumption reduced the risk of facial skin aging (OR: 0.852; 95% CI: 0.753-0.964; p = 0.011, IVW method). The sensitivity analysis confirmed the robustness of the findings, with no evidence of pleiotropy or heterogeneity. The results of replicated MR analysis on coffee consumption were consistent with the initial analysis (OR = 0.997; 95% CI = 0.996-0.999; p = 0.003, IVW method). This study manifests that higher coffee consumption is significantly associated with a reduced risk of facial skin aging. These findings can offer novel strategies for identifying the underlying etiology of facial skin aging.",260,Journal of cosmetic dermatology,2024,May,5,May-2024,10.1111/jocd.16153,3,China,Journal Article,"Humans; Skin Aging; Mendelian Randomization Analysis; Polymorphism, Single Nucleotide; Coffee; Face; Tea; Genome-Wide Association Study; Alcohol Drinking; Sugar-Sweetened Beverages",Skin Aging,eng,False
38213321,Engineering a CRISPRoff Platform to Modulate Expression of Myeloid Cell Leukemia (MCL-1) in Committed Oligodendrocyte Neural Precursor Cells.,"In vitro differentiation of human pluripotent stem cell (hPSC) model systems has furthered our understanding of human development. Techniques used to elucidate gene function during early development have encountered technical challenges, especially when targeting embryonic lethal genes. The introduction of CRISPRoff by Nuñez and collaborators provides an opportunity to heritably silence genes during long-term differentiation. We modified CRISPRoff and sgRNA Sleeping Beauty transposon vectors that depend on tetracycline-controlled transcriptional activation to silence the expression of embryonic lethal genes at different stages of differentiation in a stable manner. We provide instructions on how to generate sgRNA transposon vectors that can be used in combination with our CRISPRoff transposon vector and a stable hPSC line. We validate the use of this tool by silencing MCL-1, an anti-apoptotic protein, which results in pre-implantation embryonic lethality in mice; this protein is necessary for oligodendrocyte and hematopoietic stem cell development and is required for the in vitro survival of hPSCs. In this protocol, we use an adapted version of the differentiation protocol published by Douvaras and Fossati (2015) to generate oligodendrocyte lineage cells from human embryonic stem cells (hESCs). After introduction of the CRISPRoff and sgRNAs transposon vectors in hESCs, we silence MCL-1 in committed oligodendrocyte neural precursor cells and describe methods to measure its expression. With the methods described here, users can design sgRNA transposon vectors targeting MCL-1 or other essential genes of interest to study human oligodendrocyte development or other differentiation protocols that use hPSC model systems. Key features • Generation of an inducible CRISPRoff Sleeping Beauty transposon system. • Experiments performed in vitro for generation of inducible CRISPRoff pluripotent stem cell line amenable to oligodendrocyte differentiation. • Strategy to downregulate an essential gene at different stages of oligodendrocyte development.",287,Bio-protocol,2024,Jan,1,Jan-2024,10.21769/BioProtoc.4913,4,USA,Journal Article,,,eng,True
40224844,The Registered Practical Nurse (RPN) Role in an Academic Acute Care Hospital: A Mixed Method Study of the Barriers and Facilitators to Practice.,"Registered Practical Nurses (RPNs) are considered a critical component of high functioning nursing and interprofessional care teams. Therefore, it is important to ensure that RPNs feel valued within their roles within acute care settings. High acute care demands in tandem with unsupported workplace environments can lead to increased levels of job dissatisfaction, burnout, and ultimately impact retention. Identifying and examining the barriers and facilitators that enable RPNs to be optimally equipped within acute care are critical towards ensuring success in their role. In this study, we explore the experiences of RPNs and perspectives of nurse leaders on RPN integration into an acute care setting. A mixed method study among RPNs (n = 10) and nurse leaders (n = 10) was conducted. This included administration of the Assessment for Collaborative Environments (ACE-15) tool to measure interprofessional integration, collaboration, and teamwork. Semi-structured interviews were also held with all participants to explore both the lived experiences of RPNs in the acute care environment and the perspectives of nurse leaders who had supported the onboarding and integration of RPNs. Our inductive content analysis identified 5 themes: preintegration process, nursing team dynamics, RPN role clarity, challenges to RPN integration, and benefits to RPN integration. ACE-15 data showed no significant differences in the level of teamness and internal disagreement between RPNs and nurse leaders (t (17) = 0.37 and p = 4.60). RPNs reporting a higher level of teamness described a more positive integration experience than those who reported a lower level of teamness. The integration of a new role to existing teams brings both benefits and challenges which are experienced uniquely by RPNs and nurse leaders. Nurse leaders can utilize findings of this study to better prepare their staff and units for the integration of new roles into their models of care.",297,Journal of nursing management,2024,Unknown,0,Unknown-2024,10.1155/2024/7309242,8,Canada,Journal Article,Humans; Female; Qualitative Research; Nurse's Role; Adult; Male; Middle Aged; Workplace; Job Satisfaction; Leadership,Nurse's Role,eng,True
38229414,Sinonasal Glomangiopericytoma with Skull Base Involvement: A Diagnostic Dilemma.,"Introduction: Glomangiopericytoma (GPC) is a rare type of neoplasm with hemangiopericytoma-like vasculature and perivascular hyalinization of capillary-sized veins. CD34 and S100 protein staining might be positive in a small percentage of GPC. Solitary fibrous tumors (SFTs) present clinically like GPC. However, challenges remain when differentiating GPC from SFT. Case Presentation: A 37-year-old male, smoker, presented with 3 years history of right-sided epistaxis and nasal congestion. He was also complaining of hyposmia but no headaches or visual complaints. On nasal endoscopy, he was found to have a right-sided nasal mass occupying the ethmoid cavity. Computed tomography showed a right sinonasal mass abutting the anterior skull base and magnetic resonance imaging demonstrated a hyperintense, enhancing mass within the right ethmoid cavity, superior septum, and anterior skull base. The patient underwent endoscopic resection with gross total resection and skull base reconstruction. Postoperative pathology initially was thought to be an SFT; however, subsequent STAT6 expression was negative, and therefore GPC diagnosis was confirmed. At the most recent follow-up (6 months), the patient remained free of local disease. Discussion: SFT, unlike GPC, stains strongly for CD34, in this case, due to strong CD34, the diagnosis of SFT was initially made. Nuclear STAT6 expression is highly specific and sensitive for SFT. This later returned as negative; therefore, GPC was confirmed. Conclusion: We present a case of sinonasal GPC with skull base involvement that was treated with endoscopic resection. At the most recent follow-up (6 months), the patient remained free of local disease.",246,"Ear, nose, & throat journal",2024,Jan,1,Jan-2024,10.1177/01455613231223900,3,Saudi Arabia,Journal Article,,,eng,False
38278314,Fisetin suppresses chondrocyte senescence and attenuates osteoarthritis progression by targeting sirtuin 6.,"Osteoarthritis (OA) is the most common type of arthritis and is an age-related joint disease that is particularly prevalent in subjects over 65 years old. The chronic rise of senescent cells has a close correlation with age-related diseases such as OA, and the senescence-associated secretory phenotype (SASP) is implicated in OA cartilage degeneration pathogenesis. Sirtuin 6 (SIRT6) is likely to be a key senescence-related regulator. Fisetin (FST) is a natural flavonol of the flavonoid family that is recommended as a senolytic drug to extend health and lifespan. However, the potential chondroprotective effects of FST on OA rats are largely unclarified. The aim of this study is to investigate the ameliorative effects of FST on OA joint cartilage and the relationship with SIRT6 and the detailed mechanisms from anti-inflammatory and anti-senescent perspectives. Rats were subjected to destabilization of the medial meniscus (DMM) surgery as a means of inducing the experimental OA model in vivo. Chondrocytes treated with IL-1β were utilized for mimicking the OA cell model in vitro. Intra-articular injection of FST, OSS_128,167 (OSS, SIRT6 inhibitor), and MDL800 (MDL, SIRT6 agonist) in vivo or administering them in IL-1β-induced rat chondrocytes in vitro were performed in order to determine the effects FST has on OA and the link with SIRT6. This study found SIRT6 level to be negatively correlated with OA severity. SIRT6 downregulation was validated in the joint cartilages of DMM rats and IL-1β-treated chondrocytes. It was also notably demonstrated that FST can activate SIRT6. Both the administration of FST and activation of SIRT6 using MDL were found to rescue cartilage erosion, decrease extracellular matrix (ECM) degradation, prevent cartilage from apoptosis, and improve detrimental senescence-related phenotype. The alleviative effects of FST against inflammation, ECM degradation, apoptosis, and senescence in IL-1β-stimulated chondrocytes were also confirmed. SIRT6 loss occurs in articular cartilage in OA pathogenesis, which is linked to aging. FST attenuates injury-induced aging-related phenotype changes in chondrocytes through the targeting of SIRT6.",320,Chemico-biological interactions,2024,Feb,2,Feb-2024,10.1016/j.cbi.2024.110890,5,China,Journal Article,"Humans; Rats; Animals; Aged; Chondrocytes; Osteoarthritis; Flavonols; Interleukin-1beta; Cartilage, Articular; Sirtuins",Osteoarthritis,eng,False
38171110,Microbial removal of uranyl from aqueous solution by Leifsonia sp. in the presence of different forms of iron oxides.,"Immobilization of uranyl by indigenous microorganisms has been proposed as an economic and clean in-situ approach for removal of uranium, but the potential mechanisms of the process and the stability of precipitated uranium in the presence of widespread Fe(III) (hydr)oxides remain elusive. The potential of iron to serve as a reductant and/or an oxidant of uranium indicates that bioemediation strategies which mainly rely on the reduction of highly soluble U(VI) to poorly soluble U(IV) minerals to retard uranium transport in groundwater may be enhanced or hindered under different environmental conditions. This study purposes to determine the effect of ubiquitous Fe(III) (hydr)oxides (two-line ferrihydrite, hematite and goethite) on the removal of U(VI) by Leifsonia sp. isolated from an acidic tailings pond in China. The removal mechanism was elucidated via SEM-EDS, XPS and Mössbauer. The results show that the removal of U(VI) was retarded by Fe(III) (hydr)oxides when the initial concentration of U(VI) was 10 mg/L, pH was 6, temperature was 25 °C. Particularly, the retardatory effect of hematite on U(VI) removal was blindingly obvious. Also, it is worth noting that the U(VI) in the precipitate slow-released in the Fe(III) (hydrodr) oxide treatment groups, accompanied by an increase in Fe(II) concentration. SEM-EDS results demonstrated that the ferrihydrite converted to goethite may be the reason for U(VI) release in the process of 15 days culture. Mössbauer spectra fitting results further imply that the metastable iron oxides were transformed into stable Fe3O4 state. XPS measurements results showed that uranium product is most likely a mixture of Iron-U(IV) and Iron-U(VI), which indicated that the hexavalent uranium was converted into tetravalent uranium. These observations imply that the stability of the uranium in groundwater may be impacted on the prevailing environmental conditions, especially the solid-phase Fe(III) (hydr)oxide in groundwater or sediment.",294,Journal of environmental radioactivity,2024,Feb,2,Feb-2024,10.1016/j.jenvrad.2023.107367,6,China,Journal Article,Ferric Compounds; Uranium; Oxidation-Reduction; Radiation Monitoring; Iron; Oxides; Minerals; Iron Compounds,Uranium,eng,False
38254040,A case of unexpected diagnosis of fibronectin glomerulopathy with histological features of membranoproliferative glomerulonephritis.,"Fibronectin (FN) glomerulopathy (FNG), a rare autosomal hereditary renal disease, is characterized by proteinuria resulting from the massive accumulation of FN in the glomeruli. It typically affects individuals aged 10-50 years. In this report, we describe the case of a 57-year-old man who was diagnosed with FNG through genetic analysis and histological examination that revealed membranoproliferative glomerulonephritis. Despite treatment with prednisolone, the therapeutic response was unsatisfactory. Prednisolone was subsequently tapered and discontinued because the patient had pulmonary thromboembolism. Subsequent comprehensive genetic testing, which was initially not conducted because the patient's parents did not have a history of kidney disease, identified a known disease-causing variant in the FN1 gene, indicating a de novo variant. FNG was further confirmed by positive staining of glomeruli with FN using an IST-4 antibody. Although corticosteroid therapy is commonly employed as the initial treatment for MPGN, its appropriateness depends on the underlying etiology. Thus, clinicians must be aware of potential rare genetic causes underlying MPGN.",159,BMC nephrology,2024,Jan,1,Jan-2024,10.1186/s12882-024-03456-7,15,Japan,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't","Male; Humans; Middle Aged; Glomerulonephritis, Membranoproliferative; Kidney Glomerulus; Kidney; Prednisolone","Glomerulonephritis, Membranoproliferative",eng,True
41111619,Comparative Analysis of Biochemical Parameters among Workers in Autorepair Workshops with Respect to Duration of Exposure.,"Autorepair workshops expose workers to hazardous substances, including toxic metals such as lead (Pb) and cadmium (Cd). This study evaluated the impact of exposure duration on biochemical parameters among autorepair workers (ARWs) in Enugu State, Nigeria. 135 participants (85 ARWs and 50 controls) were recruited. Blood samples were analyzed for Pb, Cd, selenium (Se), zinc (Zn), malondialdehyde (MDA), total antioxidant capacity (TAC), and lipid profile. Statistical Package for Social Sciences (SPSS) version 21.0 (SPSS Inc, Chicago, IL, USA) was used for data analysis. ARWs had significantly higher levels of Pb, Cd, MDA, MDA/TAC ratio, total cholesterol (TC), low-density lipoprotein (LDL), non-high-density lipoprotein (nHDL), and LDL/high-density lipoprotein cholesterol (HDL) ratio, alongside lower Se, Zn, and TAC levels compared to controls (P < 0.05). There were no statistically significant differences in the levels of Pb, Cd, Se, Zn, MDA, TAC, MDA/TAC ratio, TC, HDL, LDL, TG, nHDL, and LDL/HDL ratio among the ARWs with respect to job type (P > 0.05). Based on exposure duration (≤5, 6-10, 11-15, and ≥16 years), biochemical disruptions were more pronounced in workers with longer exposure durations. Significant positive correlations were noted between exposure duration and Pb, Cd, MDA, TC, LDL, TG, nHDL, and LDL/HDL ratio, while negative correlations were observed for Se, Zn, and TAC (P < 0.05). This study provides valuable insight into the cumulative adverse effects of prolonged exposure to toxic metals, emphasizing the interplay between toxic metal exposure, oxidative stress, and cardiovascular risk in ARWs. Hence, there is an urgent need for workplace interventions, antioxidant supplementation, and regulatory policies to mitigate these risks.",260,Indian journal of occupational and environmental medicine,2025,Unknown,0,Unknown-2025,10.4103/ijoem.ijoem_1_25,6,Nigeria,Journal Article,,,eng,True
38169105,Prognostic factors for overall survival in clinical node-positive patients with upper tract urothelial carcinoma.,"There is sparse evidence regarding optimal management and prognosticators for oncologic outcomes in patients with clinical node-positive (cN+) upper tract urothelial carcinoma (UTUC). We retrospectively analyzed the data from 105 UTUC patients with cN1-2M0 between June 2010 and June 2022 at multiple institutions affiliated with our university. At the time of diagnosis, all patients received standard-of-care treatment including radical nephroureterectomy (RNU), chemotherapy, and/or palliative care. We employed a Cox regression model to analyze the prognostic importance of various factors on overall survival (OS). Of 105 patients, 54 (51%) underwent RNU, while 51 (49%) did not. RNU was likely to be selected in patients with younger and higher G8 score, resulting in better median OS in patients who underwent RNU than in those who did not (42 months vs. 15 months, p < 0.001). Multivariable analysis among the entire cohort revealed that low G8 score (≤14) (hazard ratio [HR]: 2.07, 95% confidence interval [CI]: 1.08-3.99), elevated pretreatment C-reactive protein (CRP) (HR: 3.35, 95%CI: 1.63-6.90), and failure to perform RNU (HR: 2.16, 95%CI: 1.06-4.42) were independent prognostic factors for worse OS. In the subgroup analyses of cohorts who did not undergo RNU, elevated pretreatment CRP was the only independent prognostic factor for worse OS in cN+ UTUC patients. RNU seems to be a reasonable treatment option in cN+ UTUC patients where applicable. Elevated pretreatment CRP appears to be a reliable prognosticator of worse OS and may be helpful in optimizing candidate selection for intensified treatment in this setting.",246,International journal of urology : official journal of the Japanese Urological Association,2024,Apr,4,Apr-2024,10.1111/iju.15380,16,Japan,Journal Article,"Humans; Carcinoma, Transitional Cell; Prognosis; Urinary Bladder Neoplasms; Retrospective Studies; Nephroureterectomy; Ureteral Neoplasms","Carcinoma, Transitional Cell",eng,False
38206342,The longitudinal associations between internet addiction and ADHD symptoms among adolescents.,"Internet addiction has been linked to ADHD-related symptoms. However, the direction of the relationship and its potential for reciprocal relations is not well understood. This study examined the potential reciprocal relations between the three components of ADHD and Internet addiction, as well as the moderating effects of gender on these relations. Using a longitudinal design, we collected data of 865 Chinese adolescents across three waves (Mage = 13.78, SD = 1.56 in wave 1), with a time interval of 6 months. Cross-lagged analyses revealed bidirectional associations between hyperactivity, inattention, impulsivity, and Internet addiction over time. Multi-group analyses did not yield any significant gender differences in these relationships. These findings enhance our understanding of the complex link between ADHD components and Internet addiction and have implications for interventions aimed at reducing the prevalence of Internet addiction and ADHD.",137,Journal of behavioral addictions,2024,Mar,3,Mar-2024,10.1556/2006.2023.00080,5,China,Journal Article,"Humans; Adolescent; Attention Deficit Disorder with Hyperactivity; Internet Addiction Disorder; Behavior, Addictive; Impulsive Behavior; Prevalence; Internet",Attention Deficit Disorder with Hyperactivity,eng,True
38252755,Circulating Sex-Specific Markers of Plaque Instability in Women and Men With Severe Carotid Atherosclerosis.,"Sex-specific differences in plaque composition and instability underscore the need to explore circulating markers for better prediction of high-risk plaques. This cross-sectional study aims to (1) investigate differences in lipid, immune, and adipokine circulating profiles between men and women with stable versus unstable plaques and (2) identify circulating markers that can better classify men and women according to plaque instability. Preoperative blood samples and plaque specimens were collected from consecutive men and women with carotid artery stenosis ≥50% and who underwent a carotid endarterectomy between 2009 and 2018. Adipokine, lipid, and immune profiling was conducted. Plaque stability was determined by gold-standard histological classifications. Statistical analyses, including χ2, ANOVA, Kruskal-Wallis, and logistic regression, assessed differences in plaque features and blood parameters between men and women with stable and unstable plaques. Of 470 recruited patients (aged 70.8±9.2 years), the final study analyses included 317 men and 143 women (aged 71.0±9.0 years). Men exhibited more unstable plaques (P<0.001), characterized by increased plaque hemorrhage, larger lipid core, and inflammation (P<0.001), along with less favorable circulating profiles. Antagonistic interactions between sex and white blood cell (WBC) counts, basophil-to-WBC ratio, and platelet counts influenced plaque instability. In men, low WBC counts, high monocyte-to-WBC ratio, low basophil-to-WBC ratio, and high LDL-C (low-density lipoprotein cholesterol) levels were associated with greater plaque instability (odds ratio, 0.827 [95% CI, 0.713-0.926], 1.158 [95% CI, 1.027-1.305], 0.495 [95% CI, 0.281-0.871], and 1.564 [95% CI, 1.001-2.443], respectively) and more unstable features (ie, inflammation, foam cells, and neovascularization). In women, a high basophil-to-WBC ratio was associated with greater plaque instability (3.142 [95% CI, 1.220-8.093]), hemorrhage, and thrombosis, while a high molecular weight-to-total adiponectin ratio was associated with decreased instability (0.014 [95% CI, 0.000-0.646]) and inflammation. Our findings demonstrated sex-specific differences, with women displaying more stable plaque phenotypes and favorable circulating profiles compared with men. This proof-of-concept study was also designed as the key first step in exploring novel sex-specific associations between circulating lipid, immune, and adipokine profiles and carotid plaque instability.",327,Stroke,2024,Feb,2,Feb-2024,10.1161/STROKEAHA.123.044840,3,Canada,Journal Article,Male; Humans; Female; Cross-Sectional Studies; Carotid Artery Diseases; Adipokines; Adiponectin; Inflammation; Hemorrhage; Lipids,Carotid Artery Diseases,eng,False
