Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-103963,2024-02-17,Air Jordan 4 Retro,Concord,Used,215,130.35,GOAT,13,-84.65
TRX-103964,2023-10-08,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),213,586.62,GOAT,10,373.62
TRX-103965,2024-10-12,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),207,198.02,Walk-in Retail,56,-8.97999999999999
TRX-103966,2023-06-27,Air Jordan 3 Retro,Concord,Deadstock (Brand New),201,339.72,Walk-in Retail,58,138.72000000000003
TRX-103967,2023-10-04,Air Jordan 1 High,Concord,Deadstock (Brand New),172,437.71,Stadium Goods,33,265.71
TRX-103968,2024-09-03,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),201,245.65,StockX,11,44.650000000000006
TRX-103969,2023-09-03,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),170,167.68,kick hub 2026,34,-2.319999999999993
TRX-103970,2024-05-28,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),230,675.44,Walk-in Retail,45,445.44000000000005
TRX-103971,2024-03-26,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),215,266.58,Stadium Goods,21,51.579999999999984
TRX-103972,2023-11-25,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),208,251.18,Walk-in Retail,44,43.18000000000001
TRX-103973,2025-03-12,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),213,289.78,StockX,5,76.77999999999997
TRX-103974,2024-06-14,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),117,115.11,Stadium Goods,47,-1.8900000000000006
TRX-103975,2023-07-28,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230,229.47,StockX,13,-0.5300000000000011
TRX-103976,2023-02-10,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),206,649.75,Stadium Goods,33,443.75
TRX-103977,2024-03-20,Air Jordan 1 Low,Lost & Found,Used,121,91.72,kick hub 2026,16,-29.28
TRX-103978,2024-09-16,Air Jordan 3 Retro,Bred,Used,205,138.01,GOAT,7,-66.99000000000001
TRX-103979,2025-04-30,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),116,149.4,GOAT,9,33.400000000000006
TRX-103980,2023-12-12,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),119,149.06,Stadium Goods,33,30.060000000000002
TRX-103981,2025-09-06,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225,238.84,StockX,8,13.840000000000003
TRX-103982,2024-07-22,Air Jordan 1 Low,Black Cat,Used,126,66.55,Walk-in Retail,35,-59.45
TRX-103983,2023-09-21,Air Jordan 1 High,Mocha,Deadstock (Brand New),183,369.94,Stadium Goods,50,186.94
TRX-103984,2024-09-04,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),183,212.29,Stadium Goods,49,29.289999999999992
TRX-103985,2025-07-28,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),213,265.35,kick hub 2026,37,52.35000000000002
TRX-103986,2023-08-24,Air Jordan 11 Retro,Sail,Deadstock (Brand New),229,622.39,Stadium Goods,30,393.39
TRX-103987,2023-07-24,Air Jordan 4 Retro,Sail,Used,217,150.08,StockX,1,-66.91999999999999
TRX-103988,2025-04-27,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),206,429.51,Stadium Goods,58,223.51
TRX-103989,2023-08-29,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226,222.13,GOAT,12,-3.8700000000000045
TRX-103990,2024-11-16,Air Jordan 1 Low,Lost & Found,Used,136,74.36,StockX,2,-61.64
TRX-103991,2024-08-28,Air Jordan 4 Retro,Military Blue,Used,221,147.04,Walk-in Retail,9,-73.96000000000001
TRX-103992,2025-06-17,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),119,162.34,Stadium Goods,35,43.34
TRX-103993,2024-10-28,Air Jordan 1 Low,Pine Green,Used,128,88.06,GOAT,8,-39.94
TRX-103994,2025-08-06,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),173,183.74,GOAT,10,10.740000000000009
TRX-103995,2023-11-09,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),131,171.87,Stadium Goods,14,40.870000000000005
TRX-103996,2025-05-14,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),215,667.55,StockX,13,452.54999999999995
TRX-103997,2023-09-29,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),207,512.91,Stadium Goods,23,305.90999999999997
TRX-103998,2024-09-20,Air Jordan 1 High,Chicago,Used,183,151.58,Stadium Goods,29,-31.419999999999987
TRX-103999,2024-11-24,Air Jordan 1 High,Pine Green,Used,173,150.96,StockX,12,-22.039999999999992
TRX-104000,2023-07-05,Air Jordan 3 Retro,Concord,Used,205,116.68,StockX,4,-88.32
TRX-104001,2023-11-10,Air Jordan 3 Retro,Pine Green,Used,204,169.08,StockX,12,-34.91999999999999
TRX-104002,2025-06-18,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),204,265.94,GOAT,4,61.94
TRX-104003,2025-03-31,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),121,153.63,StockX,2,32.629999999999995
TRX-104004,2023-09-19,Air Jordan 1 Low,Bred,Deadstock (Brand New),133,212.12,GOAT,12,79.12
TRX-104005,2025-05-18,Air Jordan 1 High,Pine Green,Deadstock (Brand New),170,426.81,GOAT,2,256.81
TRX-104006,2023-01-22,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),207,690.72,Walk-in Retail,11,483.72
TRX-104007,2023-12-30,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),135,350.9,GOAT,13,215.89999999999998
TRX-104008,2024-08-09,Air Jordan 11 Retro,Sail,Used,225,196.75,StockX,13,-28.25
TRX-104009,2023-07-23,Air Jordan 11 Retro,Black Cat,Used,226,175.38,GOAT,1,-50.620000000000005
TRX-104010,2024-10-13,Air Jordan 3 Retro,Concord,Used,203,113.84,Stadium Goods,8,-89.16
TRX-104011,2024-04-14,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),200,283.83,kick hub 2026,39,83.82999999999998
TRX-104012,2024-07-09,Air Jordan 4 Retro,Lost & Found,Used,210,155.35,StockX,8,-54.650000000000006
TRX-104013,2024-09-08,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),113,105.02,GOAT,2,-7.980000000000004
TRX-104014,2023-08-29,Air Jordan 4 Retro,Black Cat,Used,218,156.08,Stadium Goods,39,-61.91999999999999
TRX-104015,2025-01-16,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),207,253.39,Stadium Goods,38,46.389999999999986
TRX-104016,2023-09-23,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),229,440.54,Walk-in Retail,31,211.54000000000002
TRX-104017,2025-04-02,Air Jordan 3 Retro,Bred,Deadstock (Brand New),210,579.9,Stadium Goods,32,369.9
TRX-104018,2024-08-26,Air Jordan 1 Low,Concord,Used,132,88.91,Walk-in Retail,53,-43.09
TRX-104019,2025-02-10,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190,206.95,kick hub 2026,43,16.94999999999999
TRX-104020,2023-02-02,Air Jordan 3 Retro,Pine Green,Used,204,154.16,Walk-in Retail,47,-49.84
TRX-104021,2025-09-13,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),111,151.57,StockX,2,40.56999999999999
TRX-104022,2024-11-27,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210,330.03,GOAT,10,120.02999999999997
TRX-104023,2023-08-17,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),210,191.53,Stadium Goods,36,-18.47
TRX-104024,2025-06-05,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),218,655.73,StockX,8,437.73
TRX-104025,2024-06-01,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),227,522.32,Stadium Goods,52,295.32000000000005
TRX-104026,2023-06-11,Air Jordan 1 Low,Chicago,Deadstock (Brand New),114,309.17,StockX,3,195.17000000000002
TRX-104027,2024-03-23,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),217,455.54,Stadium Goods,55,238.54000000000002
TRX-104028,2023-05-21,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229,479.86,StockX,11,250.86
TRX-104029,2023-02-12,Air Jordan 3 Retro,Pine Green,Used,200,149.67,kick hub 2026,42,-50.33000000000001
TRX-104030,2023-07-21,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),228,678.46,StockX,8,450.46000000000004
TRX-104031,2023-07-31,Air Jordan 3 Retro,Mocha,Used,203,154.11,StockX,5,-48.889999999999986
TRX-104032,2024-11-12,Air Jordan 3 Retro,Black Cat,Used,202,139.14,GOAT,14,-62.860000000000014
TRX-104033,2023-02-25,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),110,334.53,kick hub 2026,5,224.52999999999997
TRX-104034,2025-05-31,Air Jordan 1 High,Pine Green,Used,178,101.96,GOAT,6,-76.04
TRX-104035,2023-04-07,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),225,504.61,kick hub 2026,12,279.61
TRX-104036,2025-07-30,Air Jordan 11 Retro,Black Cat,Used,225,141.36,Walk-in Retail,48,-83.63999999999999
TRX-104037,2025-08-15,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),110,339.08,StockX,10,229.07999999999998
TRX-104038,2023-02-12,Air Jordan 3 Retro,Black Cat,Used,209,154.04,Walk-in Retail,11,-54.96000000000001
TRX-104039,2024-09-23,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),188,201.19,Walk-in Retail,55,13.189999999999998
TRX-104040,2024-01-09,Air Jordan 1 Low,Sail,Used,137,119.64,Walk-in Retail,56,-17.36
TRX-104041,2023-11-04,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),211,553.32,Stadium Goods,58,342.32000000000005
TRX-104042,2024-03-03,Air Jordan 1 High,Concord,Used,178,117.98,StockX,1,-60.019999999999996
TRX-104043,2023-11-21,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),218,297.74,kick hub 2026,47,79.74000000000001
TRX-104044,2024-07-19,Air Jordan 4 Retro,Concord,Used,220,129.76,kick hub 2026,23,-90.24000000000001
TRX-104045,2025-03-08,Air Jordan 1 High,Bred,Used,178,132.4,GOAT,3,-45.599999999999994
TRX-104046,2023-10-26,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),205,212.62,Stadium Goods,31,7.6200000000000045
TRX-104047,2023-02-18,Air Jordan 1 High,Bred,Used,171,144.82,Stadium Goods,29,-26.180000000000007
TRX-104048,2024-10-04,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),225,300.78,Walk-in Retail,47,75.77999999999997
TRX-104049,2024-09-07,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),228,257.67,GOAT,13,29.670000000000016
TRX-104050,2023-05-18,Air Jordan 1 High,Bred,Used,176,122.92,StockX,6,-53.08
TRX-104051,2025-04-19,Air Jordan 1 Low,Military Blue,Used,131,66.47,Stadium Goods,20,-64.53
TRX-104052,2023-06-05,Air Jordan 1 Low,Chicago,Deadstock (Brand New),111,314.21,StockX,7,203.20999999999998
TRX-104053,2023-04-21,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),200,188.02,GOAT,5,-11.97999999999999
TRX-104054,2023-03-08,Air Jordan 1 High,Bred,Deadstock (Brand New),182,442.97,Stadium Goods,7,260.97
TRX-104055,2023-04-12,Air Jordan 4 Retro,Mocha,Used,214,145.9,kick hub 2026,32,-68.1
TRX-104056,2025-05-27,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),189,213.08,GOAT,13,24.080000000000013
TRX-104057,2025-02-09,Air Jordan 4 Retro,Concord,Used,210,167.57,Walk-in Retail,54,-42.43000000000001
TRX-104058,2024-05-19,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),207,294.39,GOAT,1,87.38999999999999
TRX-104059,2025-06-11,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),178,216.39,GOAT,5,38.389999999999986
TRX-104060,2025-06-21,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190,268.56,GOAT,1,78.56
TRX-104061,2025-03-05,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),222,234.07,GOAT,14,12.069999999999993
TRX-104062,2024-06-29,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),202,264.09,kick hub 2026,36,62.089999999999975
TRX-104063,2025-06-07,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),205,282.95,StockX,5,77.94999999999999
TRX-104064,2025-06-22,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225,222.42,kick hub 2026,18,-2.5800000000000125
TRX-104065,2024-04-10,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),118,149.19,GOAT,1,31.189999999999998
TRX-104066,2024-05-06,Air Jordan 1 High,Lost & Found,Used,187,154.51,GOAT,2,-32.49000000000001
TRX-104067,2023-09-12,Air Jordan 1 High,Chicago,Deadstock (Brand New),190,320.97,GOAT,6,130.97000000000003
TRX-104068,2024-10-08,Air Jordan 1 High,Bred,Used,172,154.68,Stadium Goods,6,-17.319999999999993
TRX-104069,2023-10-23,Air Jordan 1 Low,Bred,Deadstock (Brand New),118,265.84,kick hub 2026,26,147.83999999999997
TRX-104070,2023-08-11,Air Jordan 4 Retro,Bred,Deadstock (Brand New),215,347.48,kick hub 2026,36,132.48000000000002
TRX-104071,2023-02-02,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),175,248.59,StockX,7,73.59
TRX-104072,2023-01-01,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226,405.93,kick hub 2026,12,179.93
TRX-104073,2023-10-05,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),225,326.01,Stadium Goods,47,101.00999999999999
TRX-104074,2024-03-11,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),178,237.61,GOAT,11,59.610000000000014
TRX-104075,2025-08-15,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),139,153.09,Walk-in Retail,42,14.090000000000003
TRX-104076,2024-12-06,Air Jordan 1 High,Black Cat,Used,189,137.5,kick hub 2026,22,-51.5
TRX-104077,2025-07-12,Air Jordan 11 Retro,Pine Green,Used,226,180.12,StockX,12,-45.879999999999995
TRX-104078,2023-05-23,Air Jordan 4 Retro,Mocha,Used,222,130.64,Stadium Goods,8,-91.36000000000001
TRX-104079,2024-01-02,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),217,318.78,GOAT,8,101.77999999999997
TRX-104080,2023-09-24,Air Jordan 1 Low,Chicago,Deadstock (Brand New),124,355.84,Walk-in Retail,58,231.83999999999997
TRX-104081,2023-12-28,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),206,364.65,GOAT,1,158.64999999999998
TRX-104082,2024-11-20,Air Jordan 1 Low,Lost & Found,Used,132,75.29,Stadium Goods,21,-56.709999999999994
TRX-104083,2023-06-13,Air Jordan 1 Low,Concord,Deadstock (Brand New),116,214.35,GOAT,11,98.35
TRX-104084,2023-11-15,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),200,182.88,Stadium Goods,56,-17.120000000000005
TRX-104085,2024-01-09,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),215,283.55,Stadium Goods,52,68.55000000000001
TRX-104086,2024-09-08,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),227,294.85,Walk-in Retail,35,67.85000000000002
TRX-104087,2024-01-01,Air Jordan 11 Retro,Bred,Deadstock (Brand New),225,377.47,kick hub 2026,20,152.47000000000003
TRX-104088,2024-01-06,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),219,628.01,kick hub 2026,28,409.01
TRX-104089,2023-05-19,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225,248.92,StockX,9,23.919999999999987
TRX-104090,2025-03-24,Air Jordan 11 Retro,Concord,Used,227,150.09,GOAT,10,-76.91
TRX-104091,2023-09-19,Air Jordan 1 Low,Mocha,Used,129,73.58,Stadium Goods,38,-55.42
TRX-104092,2023-09-19,Air Jordan 1 High,Pine Green,Used,178,124.44,StockX,12,-53.56
TRX-104093,2025-09-10,Air Jordan 4 Retro,Sail,Used,214,137.69,kick hub 2026,8,-76.31
TRX-104094,2024-06-07,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),205,237.36,Walk-in Retail,20,32.360000000000014
TRX-104095,2023-01-02,Air Jordan 1 Low,Mocha,Deadstock (Brand New),124,248.47,StockX,12,124.47
TRX-104096,2023-09-19,Air Jordan 3 Retro,Black Cat,Used,209,138.71,Stadium Goods,7,-70.28999999999999
TRX-104097,2024-06-21,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),119,165.21,StockX,11,46.21000000000001
TRX-104098,2025-09-15,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),187,169.31,StockX,9,-17.689999999999998
TRX-104099,2025-09-01,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),184,196.01,GOAT,7,12.009999999999991
TRX-104100,2023-02-25,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),219,248.55,Walk-in Retail,39,29.55000000000001
TRX-104101,2025-06-27,Air Jordan 4 Retro,Lost & Found,Used,218,166.45,Walk-in Retail,54,-51.55000000000001
TRX-104102,2024-09-18,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),110,137.33,StockX,13,27.330000000000013
TRX-104103,2024-05-11,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),228,257.61,GOAT,9,29.610000000000014
TRX-104104,2023-02-10,Air Jordan 1 Low,Chicago,Used,125,73.6,StockX,7,-51.400000000000006
TRX-104105,2025-04-12,Air Jordan 11 Retro,Bred,Deadstock (Brand New),230,340.48,StockX,1,110.48000000000002
TRX-104106,2024-02-07,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),209,247.81,GOAT,4,38.81
TRX-104107,2025-09-12,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),212,310.27,kick hub 2026,22,98.26999999999998
TRX-104108,2025-05-15,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),136,245.53,StockX,12,109.53
TRX-104109,2023-11-27,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),217,206.87,Walk-in Retail,22,-10.129999999999995
TRX-104110,2023-06-08,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),221,326.3,kick hub 2026,8,105.30000000000001
TRX-104111,2023-12-12,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),213,466.1,GOAT,14,253.10000000000002
TRX-104112,2024-09-18,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),226,602.04,Stadium Goods,49,376.03999999999996
TRX-104113,2024-03-25,Air Jordan 1 High,Black Cat,Used,184,128.3,GOAT,12,-55.69999999999999
TRX-104114,2024-01-30,Air Jordan 11 Retro,Military Blue,Used,230,204.63,kick hub 2026,53,-25.370000000000005
TRX-104115,2024-12-14,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229,641.12,GOAT,14,412.12
TRX-104116,2024-10-20,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),170,230.66,Walk-in Retail,52,60.66
TRX-104117,2024-12-30,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),227,265.68,GOAT,12,38.68000000000001
TRX-104118,2023-02-07,Air Jordan 11 Retro,Pine Green,Used,229,124.93,Stadium Goods,31,-104.07
TRX-104119,2025-08-28,Air Jordan 1 High,Pine Green,Deadstock (Brand New),187,440.62,kick hub 2026,46,253.62
TRX-104120,2025-06-22,Air Jordan 11 Retro,Bred,Used,226,164.81,kick hub 2026,54,-61.19
TRX-104121,2024-08-08,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),204,497.17,GOAT,3,293.17
TRX-104122,2024-11-06,Air Jordan 1 Low,Bred,Deadstock (Brand New),110,291.12,kick hub 2026,25,181.12
TRX-104123,2023-07-13,Air Jordan 11 Retro,Sail,Deadstock (Brand New),227,446.21,GOAT,10,219.20999999999998
TRX-104124,2024-06-10,Air Jordan 1 High,Pine Green,Used,177,151.62,StockX,14,-25.379999999999995
TRX-104125,2023-12-17,Air Jordan 1 High,Pine Green,Deadstock (Brand New),188,570.89,GOAT,1,382.89
TRX-104126,2023-11-30,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),214,194.16,StockX,11,-19.840000000000003
TRX-104127,2024-02-12,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),225,231.73,StockX,10,6.72999999999999
TRX-104128,2024-09-19,Air Jordan 4 Retro,Bred,Used,214,118.72,StockX,8,-95.28
TRX-104129,2023-03-08,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),179,194.42,GOAT,7,15.419999999999987
TRX-104130,2023-06-10,Air Jordan 1 Low,Black Cat,Used,112,79.77,StockX,7,-32.230000000000004
TRX-104131,2023-05-18,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),228,234.99,Walk-in Retail,20,6.990000000000009
TRX-104132,2023-08-24,Air Jordan 1 Low,Sail,Used,115,89.5,StockX,1,-25.5
TRX-104133,2023-11-08,Air Jordan 4 Retro,Pine Green,Used,225,134.87,kick hub 2026,57,-90.13
TRX-104134,2023-10-30,Air Jordan 1 High,Military Blue,Used,181,107.55,kick hub 2026,36,-73.45
TRX-104135,2024-07-14,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),186,275.01,Stadium Goods,53,89.00999999999999
TRX-104136,2023-05-22,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),225,277.16,Stadium Goods,19,52.160000000000025
TRX-104137,2025-05-21,Air Jordan 1 High,Lost & Found,Used,183,132.85,GOAT,5,-50.150000000000006
TRX-104138,2025-05-03,Air Jordan 1 Low,Mocha,Deadstock (Brand New),135,370.64,StockX,11,235.64
TRX-104139,2024-04-21,Air Jordan 1 High,Sail,Used,177,143.92,Stadium Goods,20,-33.08000000000001
TRX-104140,2023-10-29,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),190,236.43,Walk-in Retail,11,46.43000000000001
TRX-104141,2024-05-12,Air Jordan 11 Retro,Sail,Used,227,180.92,kick hub 2026,5,-46.08000000000001
TRX-104142,2024-12-21,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),210,656.22,Walk-in Retail,44,446.22
TRX-104143,2025-02-01,Air Jordan 3 Retro,Pine Green,Used,201,161.84,kick hub 2026,15,-39.16
TRX-104144,2024-09-13,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),111,137.44,GOAT,6,26.439999999999998
TRX-104145,2024-07-22,Air Jordan 3 Retro,Chicago,Used,201,125.69,kick hub 2026,34,-75.31
TRX-104146,2023-06-24,Air Jordan 3 Retro,Pine Green,Used,204,116.33,Walk-in Retail,13,-87.67
TRX-104147,2024-06-25,Air Jordan 11 Retro,Concord,Used,230,119.67,GOAT,8,-110.33
TRX-104148,2024-07-07,Air Jordan 11 Retro,Sail,Deadstock (Brand New),230,568.89,Walk-in Retail,20,338.89
TRX-104149,2025-04-18,Air Jordan 3 Retro,Chicago,Used,209,142.62,StockX,8,-66.38
TRX-104150,2023-12-30,Air Jordan 1 High,Pine Green,Deadstock (Brand New),177,270.03,GOAT,10,93.02999999999997
TRX-104151,2025-03-21,Air Jordan 4 Retro,Concord,Used,211,123.36,GOAT,6,-87.64
TRX-104152,2023-12-07,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),228,328.18,kick hub 2026,56,100.18
TRX-104153,2024-10-03,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),225,228.51,Walk-in Retail,55,3.509999999999991
TRX-104154,2024-12-03,Air Jordan 11 Retro,Concord,Used,229,114.65,Stadium Goods,33,-114.35
TRX-104155,2025-01-01,Air Jordan 1 Low,Pine Green,Used,114,97.68,kick hub 2026,28,-16.319999999999993
TRX-104156,2023-03-08,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),205,282.3,StockX,5,77.30000000000001
TRX-104157,2023-03-20,Air Jordan 3 Retro,Sail,Deadstock (Brand New),210,366.83,GOAT,2,156.82999999999998
TRX-104158,2023-06-19,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),178,248.62,StockX,5,70.62
TRX-104159,2023-08-01,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),138,137.67,Stadium Goods,35,-0.3300000000000125
TRX-104160,2024-06-13,Air Jordan 1 High,Pine Green,Deadstock (Brand New),181,597.1,Stadium Goods,32,416.1
TRX-104161,2025-04-20,Air Jordan 4 Retro,Concord,Deadstock (Brand New),225,495.15,GOAT,6,270.15
TRX-104162,2025-03-10,Air Jordan 1 Low,Military Blue,Used,126,83.32,StockX,2,-42.68000000000001
TRX-104163,2023-09-09,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),214,259.48,Walk-in Retail,49,45.48000000000002
TRX-104164,2023-03-10,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),135,193.18,StockX,12,58.18000000000001
TRX-104165,2023-08-05,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),222,250.75,StockX,7,28.75
TRX-104166,2023-11-03,Air Jordan 4 Retro,Military Blue,Used,223,162.45,Stadium Goods,40,-60.55000000000001
TRX-104167,2023-12-20,Air Jordan 1 Low,Concord,Deadstock (Brand New),131,371.32,Walk-in Retail,19,240.32
TRX-104168,2024-09-07,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),204,604.3,kick hub 2026,15,400.29999999999995
TRX-104169,2025-04-15,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),174,161.85,StockX,6,-12.150000000000006
TRX-104170,2023-04-01,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),203,233.3,StockX,5,30.30000000000001
TRX-104171,2025-03-07,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),125,118.27,StockX,9,-6.730000000000004
TRX-104172,2025-04-21,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),120,238.89,kick hub 2026,12,118.88999999999999
TRX-104173,2024-03-01,Air Jordan 3 Retro,Chicago,Used,208,178.93,Stadium Goods,20,-29.069999999999993
TRX-104174,2024-10-25,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),200,268.12,StockX,8,68.12
TRX-104175,2023-06-02,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),228,256.11,Stadium Goods,21,28.110000000000014
TRX-104176,2023-12-20,Air Jordan 3 Retro,Mocha,Used,208,180.2,StockX,5,-27.80000000000001
TRX-104177,2023-04-02,Air Jordan 4 Retro,Bred,Used,225,128.29,kick hub 2026,11,-96.71000000000001
TRX-104178,2024-12-02,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),213,289.0,StockX,6,76.0
TRX-104179,2024-04-23,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),203,371.7,GOAT,10,168.7
TRX-104180,2023-08-22,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),223,526.13,StockX,10,303.13
TRX-104181,2023-06-06,Air Jordan 1 High,Bred,Deadstock (Brand New),179,578.78,kick hub 2026,54,399.78
TRX-104182,2023-10-16,Air Jordan 4 Retro,Bred,Deadstock (Brand New),211,640.26,Stadium Goods,57,429.26
TRX-104183,2023-12-23,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),220,245.52,GOAT,8,25.52000000000001
